,File,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,Project,Version,index
0,/sise/home/machadob/repo_mining/apache_repos/acceleo/benchmark/org.eclipse.acceleo.benchmark.ecore2unittests.acceleo2/src/org/eclipse/acceleo/benchmark/ecore2unittests/acceleo2/services/crossreferencerservice.java,False,5.0,0.0,1.0,0.0,0.0,89.0,0.75,0.0,0.0,435.0,30.0,247.0,80.0,682.0,110.0,4624.887324623818,46.3125,214190.09422164052,6.0,6.0,7.0,37.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,24.0,1.0,0.0,acceleo,3.6.1RC3,1
1,/sise/home/machadob/repo_mining/apache_repos/acceleo/benchmark/org.eclipse.acceleo.benchmark.ecore2unittests.acceleo2/src/org/eclipse/acceleo/benchmark/ecore2unittests/acceleo2/services/stringservice.java,False,0.0,0.0,1.0,0.0,0.0,13.0,-1.0,0.0,0.0,75.0,20.0,43.0,26.0,118.0,46.0,651.7803108147275,16.53846153846154,10779.443601935878,0.0,3.0,7.0,11.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,acceleo,3.6.1RC3,1
2,/sise/home/machadob/repo_mining/apache_repos/acceleo/benchmark/org.eclipse.acceleo.benchmark.ecore2unittests.acceleo3/src/org/eclipse/acceleo/benchmark/ecore2unittests/acceleo3/services/stringservice.java,False,0.0,0.0,1.0,0.0,0.0,13.0,-1.0,0.0,0.0,75.0,20.0,43.0,26.0,118.0,46.0,651.7803108147275,16.53846153846154,10779.443601935878,0.0,3.0,7.0,11.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,acceleo,3.6.1RC3,1
3,/sise/home/machadob/repo_mining/apache_repos/acceleo/benchmark/org.eclipse.acceleo.benchmark.ecore2unittests.acceleo3/src/org/eclipse/acceleo/benchmark/ecore2unittests/acceleo3/templates/main.java,False,2.0,2.0,12.0,0.0,0.0,138.0,0.9166666666666666,1.0,1.0,359.0,33.0,225.0,81.0,584.0,114.0,3990.4077682722095,45.833333333333336,182893.6893791429,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,acceleo,3.6.1RC3,1
4,/sise/home/machadob/repo_mining/apache_repos/acceleo/benchmark/org.eclipse.acceleo.benchmark.ecore2unittests.xpand/src/org/eclipse/acceleo/benchmark/ecore2unittests/xpand/services/crossreferencerservice.java,False,5.0,0.0,2.0,0.0,0.0,95.0,0.5,0.0,0.0,473.0,30.0,277.0,82.0,750.0,112.0,5105.516191543203,50.670731707317074,258700.24116904888,3.0,3.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,acceleo,3.6.1RC3,1
5,/sise/home/machadob/repo_mining/apache_repos/acceleo/benchmark/org.eclipse.acceleo.benchmark.ecore2unittests.xpand/src/org/eclipse/acceleo/benchmark/ecore2unittests/xpand/services/metamodelutil.java,False,0.0,0.0,3.0,0.0,0.0,11.0,-1.0,0.0,0.0,84.0,11.0,62.0,24.0,146.0,35.0,748.8753204739651,14.208333333333334,10640.27017840092,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,acceleo,3.6.1RC3,1
6,/sise/home/machadob/repo_mining/apache_repos/acceleo/benchmark/org.eclipse.acceleo.benchmark.ecore2unittests.xpand/src/org/eclipse/acceleo/benchmark/ecore2unittests/xpand/services/stringservice.java,False,0.0,0.0,1.0,0.0,0.0,13.0,-1.0,0.0,0.0,75.0,20.0,43.0,26.0,118.0,46.0,651.7803108147275,16.53846153846154,10779.443601935878,0.0,3.0,7.0,11.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,acceleo,3.6.1RC3,1
7,/sise/home/machadob/repo_mining/apache_repos/acceleo/plugins/org.eclipse.acceleo.common.ide/src/org/eclipse/acceleo/common/ide/acceleocommonideplugin.java,False,0.0,0.0,1.0,0.0,0.0,94.0,-1.0,1.0,4.0,781.0,41.0,441.0,115.0,1222.0,156.0,8902.761511449668,78.61304347826086,699873.1777761801,5.0,7.0,8.0,16.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,24.0,1.0,0.0,acceleo,3.6.1RC3,1
8,/sise/home/machadob/repo_mining/apache_repos/acceleo/plugins/org.eclipse.acceleo.common.ide/src/org/eclipse/acceleo/common/ide/authoring/acceleodeltavisitor.java,False,2.0,0.0,3.0,0.0,0.0,59.0,0.0,2.0,0.0,239.0,33.0,124.0,52.0,363.0,85.0,2326.608909817986,39.34615384615385,91543.11210553076,2.0,4.0,4.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,acceleo,3.6.1RC3,1
9,/sise/home/machadob/repo_mining/apache_repos/acceleo/plugins/org.eclipse.acceleo.common.ide/src/org/eclipse/acceleo/common/ide/authoring/acceleomodelmanager.java,False,2.0,0.0,12.0,0.0,0.0,299.0,0.4736842105263157,3.0,7.0,1017.0,41.0,532.0,141.0,1549.0,182.0,11629.57389766778,77.34751773049645,899518.6732479774,3.0,3.0,3.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,3.0,0.0,acceleo,3.6.1RC3,1
10,/sise/home/machadob/repo_mining/apache_repos/acceleo/plugins/org.eclipse.acceleo.common.ide/src/org/eclipse/acceleo/common/ide/authoring/acceleoprojectinfo.java,False,3.0,0.0,6.0,0.0,0.0,59.0,0.5,1.0,1.0,80.0,17.0,37.0,18.0,117.0,35.0,600.126112982561,17.47222222222222,10485.536807389746,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,acceleo,3.6.1RC3,1
11,/sise/home/machadob/repo_mining/apache_repos/acceleo/plugins/org.eclipse.acceleo.common.ide/src/org/eclipse/acceleo/common/ide/authoring/acceleoprojectstate.java,False,2.0,0.0,6.0,0.0,0.0,68.0,0.0,4.0,3.0,157.0,24.0,91.0,42.0,248.0,66.0,1499.0097416008964,26.0,38974.25328162331,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,acceleo,3.6.1RC3,1
12,/sise/home/machadob/repo_mining/apache_repos/acceleo/plugins/org.eclipse.acceleo.common.ide/src/org/eclipse/acceleo/common/ide/authoring/acceleoworkspaceutil.java,False,0.0,0.0,1.0,0.0,0.0,101.0,-1.0,0.0,4.0,2419.0,53.0,1333.0,291.0,3752.0,344.0,31615.34535964227,121.39003436426115,3837787.85964496,4.0,5.0,9.0,20.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,29.0,13.0,0.0,acceleo,3.6.1RC3,1
13,/sise/home/machadob/repo_mining/apache_repos/acceleo/plugins/org.eclipse.acceleo.common.ide/src/org/eclipse/acceleo/common/ide/authoring/workspaceclassinstance.java,False,4.0,0.0,8.0,0.0,0.0,92.0,0.25,2.0,2.0,175.0,26.0,92.0,37.0,267.0,63.0,1595.9337395744778,32.32432432432432,51587.47979813717,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,acceleo,3.6.1RC3,1
14,/sise/home/machadob/repo_mining/apache_repos/acceleo/plugins/org.eclipse.acceleo.common.ide/src/org/eclipse/acceleo/common/ide/authoring/workspacecompanionprovider.java,False,0.0,0.0,1.0,0.0,0.0,10.0,-1.0,0.0,1.0,38.0,12.0,29.0,16.0,67.0,28.0,322.09277977785945,10.875,3502.758980084221,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,acceleo,3.6.1RC3,1
15,/sise/home/machadob/repo_mining/apache_repos/acceleo/plugins/org.eclipse.acceleo.common.ide/src/org/eclipse/acceleo/common/ide/authoring/workspaceutils.java,False,0.0,0.0,1.0,0.0,0.0,50.0,-1.0,1.0,0.0,265.0,26.0,158.0,60.0,423.0,86.0,2718.3099912389875,34.233333333333334,93056.81203341468,10.0,5.0,17.0,33.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,17.0,1.0,2.0,0.0,0.0,0.0,55.0,9.0,0.0,acceleo,3.6.1RC3,1
16,/sise/home/machadob/repo_mining/apache_repos/acceleo/plugins/org.eclipse.acceleo.common.ui/src/org/eclipse/acceleo/common/ui/acceleocommonuiplugin.java,False,2.0,1.0,4.0,0.0,0.0,42.0,0.5,3.0,1.0,77.0,21.0,43.0,20.0,120.0,41.0,642.90624055417,22.575,14513.608380510388,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,acceleo,3.6.1RC3,1
17,/sise/home/machadob/repo_mining/apache_repos/acceleo/plugins/org.eclipse.acceleo.common.ui/src/org/eclipse/acceleo/common/ui/internal/notification/colorcache.java,False,4.0,2.0,6.0,0.0,0.0,93.0,0.2857142857142857,2.0,1.0,251.0,25.0,139.0,48.0,390.0,73.0,2414.031577963207,36.19791666666666,87382.913889814,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,acceleo,3.6.1RC3,1
