,File,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,Project,Version,index
0,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob-ap/src/main/java/org/apache/ode/jacob/ap/channeltypeannotationprocessor.java,False,2.0,0.0,1.0,0.0,0.0,104.0,0.0,0.0,0.0,595.0,34.0,291.0,71.0,886.0,105.0,5948.8215286521845,69.67605633802818,414490.4239752445,1.0,3.0,10.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,attic-ode,test-2,68
1,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob-ap/src/main/java/org/apache/ode/jacob/ap/jacobannotationprocessorfactory.java,False,1.0,0.0,3.0,0.0,0.0,16.0,1.0,0.0,0.0,147.0,24.0,88.0,41.0,235.0,65.0,1415.2564360616868,25.75609756097561,36451.482841003446,1.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,attic-ode,test-2,68
2,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/channel.java,False,0.0,0.0,1.0,0.0,0.0,6.0,-1.0,4.0,0.0,19.0,12.0,10.0,9.0,29.0,21.0,127.37720526058406,6.666666666666667,849.1813684038938,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,attic-ode,test-2,68
3,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/channellistener.java,False,3.0,0.0,6.0,0.0,1.0,72.0,0.5555555555555556,8.0,1.0,357.0,41.0,191.0,66.0,548.0,107.0,3694.323908547828,59.32575757575758,219168.5646048337,1.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,attic-ode,test-2,68
4,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/debuginfo.java,False,3.0,0.0,5.0,0.0,0.0,33.0,0.0,0.0,0.0,104.0,29.0,54.0,29.0,158.0,58.0,925.5609972301564,27.0,24990.14692521422,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,attic-ode,test-2,68
6,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/jacobobject.java,False,0.0,0.0,3.0,2.0,0.0,76.0,-1.0,4.0,3.0,338.0,35.0,182.0,61.0,520.0,96.0,3424.180500375001,52.21311475409836,178787.1294048259,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,76.0,0.0,attic-ode,test-2,68
7,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/jacobrunnable.java,False,1.0,0.0,3.0,0.0,1.0,26.0,1.0,4.0,1.0,100.0,27.0,47.0,28.0,147.0,55.0,849.859877888125,22.660714285714285,19258.431875714832,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,attic-ode,test-2,68
8,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/jacobthread.java,False,0.0,0.0,8.0,0.0,0.0,31.0,-1.0,0.0,3.0,64.0,16.0,52.0,37.0,116.0,53.0,664.4387727293312,11.243243243243244,7470.446742037886,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,attic-ode,test-2,68
9,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/synch.java,False,0.0,0.0,1.0,0.0,0.0,7.0,-1.0,0.0,0.0,21.0,11.0,13.0,9.0,34.0,20.0,146.94555522617034,7.944444444444445,1167.4007998523532,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,attic-ode,test-2,68
10,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/val.java,False,0.0,0.0,1.0,0.0,0.0,6.0,-1.0,2.0,0.0,21.0,11.0,15.0,11.0,36.0,22.0,160.5395382709427,7.5,1204.0465370320703,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,attic-ode,test-2,68
11,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/classgen/testtypes/badinheritsbad.java,False,0.0,0.0,1.0,0.0,1.0,7.0,-1.0,0.0,0.0,17.0,11.0,9.0,9.0,26.0,20.0,112.37013046707143,5.5,618.0357175688929,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,attic-ode,test-2,68
12,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/classgen/testtypes/badretval.java,False,0.0,0.0,1.0,1.0,0.0,7.0,-1.0,0.0,0.0,16.0,10.0,8.0,8.0,24.0,18.0,100.07820003461548,5.0,500.3910001730775,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,attic-ode,test-2,68
13,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/classgen/testtypes/badthrows.java,False,0.0,0.0,1.0,0.0,0.0,7.0,-1.0,0.0,0.0,17.0,11.0,9.0,9.0,26.0,20.0,112.37013046707143,5.5,618.0357175688929,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,attic-ode,test-2,68
14,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/classgen/testtypes/good.java,False,0.0,0.0,1.0,2.0,0.0,7.0,-1.0,0.0,0.0,16.0,10.0,8.0,8.0,24.0,18.0,100.07820003461548,5.0,500.3910001730775,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,attic-ode,test-2,68
15,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/classgen/testtypes/good1.java,False,0.0,0.0,1.0,1.0,0.0,7.0,-1.0,0.0,0.0,16.0,10.0,8.0,8.0,24.0,18.0,100.07820003461548,5.0,500.3910001730775,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,attic-ode,test-2,68
16,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/classgen/testtypes/goodinherit.java,False,0.0,0.0,1.0,0.0,1.0,7.0,-1.0,0.0,0.0,17.0,11.0,9.0,9.0,26.0,20.0,112.37013046707143,5.5,618.0357175688929,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,attic-ode,test-2,68
17,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/examples/cell/cell_.java,False,4.0,0.0,5.0,0.0,0.0,28.0,0.0,0.0,1.0,124.0,26.0,67.0,32.0,191.0,58.0,1118.8743700693665,27.21875,30454.36176032556,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,attic-ode,test-2,68
19,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/examples/eratosthenes/naturalnumberstream.java,False,0.0,0.0,1.0,0.0,0.0,8.0,-1.0,0.0,0.0,31.0,13.0,23.0,14.0,54.0,27.0,256.7639251168273,10.678571428571429,2741.8719146404064,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,attic-ode,test-2,68
20,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/examples/eratosthenes/sieve.java,False,6.0,0.0,4.0,0.0,0.0,30.0,0.5,0.0,0.0,570.0,33.0,292.0,89.0,862.0,122.0,5974.295584979208,54.13483146067416,323417.4845890991,3.0,1.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,attic-ode,test-2,68
21,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/examples/sequence/sequence.java,False,4.0,0.0,3.0,0.0,0.0,47.0,0.0,1.0,1.0,126.0,29.0,66.0,27.0,192.0,56.0,1115.01214503506,35.44444444444444,39520.986029576015,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,attic-ode,test-2,68
22,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/examples/synch/synchprint.java,False,0.0,0.0,1.0,0.0,0.0,7.0,-1.0,0.0,0.0,28.0,10.0,23.0,14.0,51.0,24.0,233.833087536779,8.214285714285714,1920.7717904806848,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,attic-ode,test-2,68
23,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/examples/synch/synchprinter.java,False,1.0,0.0,4.0,0.0,0.0,22.0,1.0,0.0,0.0,226.0,26.0,105.0,44.0,331.0,70.0,2028.792678608784,31.02272727272728,62938.681961386144,2.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,attic-ode,test-2,68
24,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/soup/comm.java,False,2.0,0.0,5.0,2.0,1.0,32.0,0.2857142857142857,2.0,3.0,108.0,26.0,59.0,29.0,167.0,55.0,965.4870721586182,26.448275862068964,25535.468425712417,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,attic-ode,test-2,68
25,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/soup/commchannel.java,False,1.0,0.0,3.0,0.0,1.0,21.0,0.0,9.0,0.0,82.0,18.0,43.0,24.0,125.0,42.0,674.039677847345,16.125,10868.88980528844,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,attic-ode,test-2,68
26,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/soup/commgroup.java,False,2.0,0.0,6.0,0.0,1.0,36.0,0.3333333333333333,3.0,1.0,124.0,23.0,64.0,33.0,188.0,56.0,1091.7827253468297,22.303030303030305,24350.063207735355,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,attic-ode,test-2,68
27,/sise/home/machadob/repo_mining/apache_repos/attic-ode/jacob/src/main/java/org/apache/ode/jacob/soup/commrecv.java,False,1.0,0.0,3.0,0.0,2.0,24.0,0.5,1.0,2.0,76.0,19.0,42.0,21.0,118.0,40.0,627.9875151967088,19.0,11931.762788737467,2.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,attic-ode,test-2,68
