,File,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,Project,Version,index
0,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/application.java,False,0.0,0.0,1.0,0.0,0.0,28.0,-1.0,0.0,6.0,289.0,20.0,191.0,76.0,480.0,96.0,3160.7820003461547,25.13157894736842,79435.44237712047,9.0,1.0,3.0,22.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
1,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/countverifier.java,False,6.0,4.0,6.0,0.0,0.0,46.0,0.6666666666666666,1.0,1.0,264.0,28.0,150.0,51.0,414.0,79.0,2609.7652297453205,41.1764705882353,107460.92122480732,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
2,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/integeruniquevaluecountappender.java,False,0.0,0.0,2.0,0.0,1.0,47.0,-1.0,4.0,0.0,265.0,31.0,172.0,76.0,437.0,107.0,2946.021073057301,35.078947368421055,103343.3181680364,1.0,2.0,4.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,2.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
3,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/randomkeyvalgenerator.java,False,10.0,2.0,11.0,0.0,0.0,105.0,0.2727272727272727,2.0,0.0,410.0,38.0,216.0,80.0,626.0,118.0,4308.534548900513,51.3,221027.8223585963,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
4,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/statefulapplication.java,False,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,231.0,26.0,151.0,70.0,382.0,96.0,2515.4556752754816,28.042857142857144,70540.56415093958,4.0,1.0,4.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
5,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/uniquevaluecountappender.java,False,6.0,0.0,12.0,1.0,0.0,121.0,0.625,1.0,2.0,729.0,45.0,449.0,167.0,1178.0,212.0,9103.490295475449,60.4940119760479,550706.6509583277,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
6,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/test/java/com/datatorrent/demos/distributeddistinct/applicationtest.java,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,39.0,14.0,24.0,16.0,63.0,30.0,309.1341075233367,10.5,3245.9081289950354,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
7,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/test/java/com/datatorrent/demos/distributeddistinct/distributeddistincttest.java,False,8.0,3.0,6.0,0.0,0.0,130.0,0.0,1.0,3.0,846.0,31.0,563.0,144.0,1409.0,175.0,10498.756456571751,60.60069444444444,636231.9320713431,4.0,2.0,6.0,19.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,21.0,6.0,1.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
8,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/test/java/com/datatorrent/demos/distributeddistinct/statefulapplicationtest.java,False,0.0,0.0,2.0,0.0,0.0,39.0,-1.0,0.0,1.0,261.0,28.0,153.0,85.0,414.0,113.0,2823.554090439888,25.2,71153.56307908517,2.0,3.0,7.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,21.0,5.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
9,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/test/java/com/datatorrent/demos/distributeddistinct/statefuluniquecounttest.java,False,0.0,0.0,1.0,0.0,0.0,13.0,-1.0,0.0,4.0,866.0,41.0,509.0,175.0,1375.0,216.0,10662.97031547477,59.62571428571429,635787.2214675513,1.0,2.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
10,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/echoserver/src/main/java/com/datatorrent/demos/echoserver/application.java,False,0.0,0.0,1.0,0.0,0.0,10.0,-1.0,0.0,2.0,79.0,15.0,58.0,36.0,137.0,51.0,777.122271850095,12.083333333333334,9390.22745152198,4.0,1.0,3.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
11,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/echoserver/src/main/java/com/datatorrent/demos/echoserver/messagereceiver.java,False,8.0,1.0,8.0,0.0,1.0,82.0,0.375,1.0,2.0,366.0,35.0,193.0,89.0,559.0,124.0,3887.395737506264,37.9494382022472,147524.4843081731,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
12,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/echoserver/src/main/java/com/datatorrent/demos/echoserver/messageresponder.java,False,6.0,1.0,3.0,0.0,0.0,43.0,0.0,1.0,2.0,197.0,26.0,121.0,66.0,318.0,92.0,2074.4927020261302,23.83333333333333,49442.076064956105,1.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
13,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/echoserver/src/main/java/com/datatorrent/demos/echoserver/networkmanager.java,False,2.0,2.0,2.0,0.0,0.0,17.0,0.0,3.0,1.0,719.0,48.0,402.0,114.0,1121.0,162.0,8227.971853233665,84.63157894736842,696346.2494736701,2.0,3.0,4.0,14.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,13.0,9.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
14,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/echoserver/src/test/java/com/datatorrent/demos/echoserver/applicationtest.java,False,0.0,0.0,1.0,0.0,0.0,18.0,-1.0,0.0,0.0,108.0,23.0,65.0,45.0,173.0,68.0,1053.1310715363088,16.61111111111111,17493.67724385313,4.0,2.0,9.0,13.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
15,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/frauddetect/src/main/java/com/datatorrent/demos/frauddetect/application.java,False,1.0,0.0,0.0,0.0,0.0,3.0,-1.0,1.0,0.0,753.0,31.0,535.0,184.0,1288.0,215.0,9979.672390271224,45.067934782608695,449763.2244365442,6.0,1.0,4.0,15.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
16,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/frauddetect/src/main/java/com/datatorrent/demos/frauddetect/averagealertingoperator.java,False,14.0,4.0,5.0,0.0,0.0,112.0,0.0,1.0,5.0,677.0,41.0,436.0,139.0,1113.0,180.0,8338.432496214928,64.3021582733813,536179.2061235182,2.0,2.0,3.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
17,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/frauddetect/src/main/java/com/datatorrent/demos/frauddetect/bankidnumberkey.java,False,1.0,1.0,4.0,0.0,0.0,26.0,0.5,0.0,0.0,121.0,27.0,57.0,26.0,178.0,53.0,1019.5698409122496,29.596153846153847,30175.34586853754,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
18,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/frauddetect/src/main/java/com/datatorrent/demos/frauddetect/bankidnumbersampleroperator.java,False,3.0,3.0,0.0,0.0,0.0,5.0,-1.0,1.0,0.0,619.0,40.0,399.0,129.0,1018.0,169.0,7534.095266135264,61.86046511627907,466062.6373934838,1.0,2.0,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
19,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/frauddetect/src/main/java/com/datatorrent/demos/frauddetect/creditcardamountsampleroperator.java,False,2.0,0.0,0.0,0.0,0.0,4.0,-1.0,1.0,0.0,563.0,41.0,363.0,138.0,926.0,179.0,6930.013409746702,53.92391304347826,373693.4404973194,2.0,2.0,4.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
20,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/frauddetect/src/main/java/com/datatorrent/demos/frauddetect/merchantkey.java,False,7.0,7.0,4.0,0.0,0.0,83.0,0.3333333333333333,7.0,2.0,411.0,29.0,175.0,49.0,586.0,78.0,3683.245700253278,51.785714285714285,190739.50947740188,0.0,5.0,2.0,13.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,attic-apex-malhar,v3.3.0-incubating-RC1,55
