,File,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,Project,Version,index
0,/sise/home/machadob/repo_mining/apache_repos/bval/bval-extras/src/main/java/org/apache/bval/extras/constraints/checkdigit/abanumbervalidator.java,False,1.0,0.0,1.0,0.0,1.0,19.0,1.0,0.0,0.0,63.0,27.0,27.0,21.0,90.0,48.0,502.6466250649041,17.357142857142858,8724.509277912264,0.0,1.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,bval,1.1.0,105
1,/sise/home/machadob/repo_mining/apache_repos/bval/bval-extras/src/main/java/org/apache/bval/extras/constraints/checkdigit/cusipvalidator.java,False,1.0,0.0,1.0,0.0,1.0,30.0,1.0,0.0,0.0,120.0,35.0,51.0,31.0,171.0,66.0,1033.5913944102956,28.79032258064516,29757.42966165125,0.0,2.0,1.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,bval,1.1.0,105
2,/sise/home/machadob/repo_mining/apache_repos/bval/bval-extras/src/main/java/org/apache/bval/extras/constraints/checkdigit/ean13validator.java,False,1.0,0.0,1.0,0.0,1.0,19.0,1.0,0.0,0.0,62.0,27.0,26.0,21.0,88.0,48.0,491.4767000634618,16.714285714285715,8214.681986775005,0.0,1.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,bval,1.1.0,105
3,/sise/home/machadob/repo_mining/apache_repos/bval/bval-extras/src/main/java/org/apache/bval/extras/constraints/checkdigit/ibanvalidator.java,False,2.0,0.0,2.0,0.0,0.0,33.0,1.0,0.0,0.0,139.0,32.0,79.0,43.0,218.0,75.0,1357.882474528102,29.3953488372093,39915.42901868653,1.0,4.0,2.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,bval,1.1.0,105
4,/sise/home/machadob/repo_mining/apache_repos/bval/bval-extras/src/main/java/org/apache/bval/extras/constraints/checkdigit/isbn10validator.java,False,0.0,0.0,1.0,0.0,1.0,23.0,-1.0,0.0,0.0,73.0,25.0,32.0,21.0,105.0,46.0,579.9740053859864,19.047619047619047,11047.123912114026,0.0,2.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,bval,1.1.0,105
5,/sise/home/machadob/repo_mining/apache_repos/bval/bval-extras/src/main/java/org/apache/bval/extras/constraints/checkdigit/luhnvalidator.java,False,1.0,0.0,1.0,0.0,1.0,20.0,1.0,0.0,0.0,71.0,28.0,34.0,23.0,105.0,51.0,595.6046609070071,20.695652173913043,12326.42689529284,0.0,2.0,0.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,33.0,4.0,0.0,bval,1.1.0,105
6,/sise/home/machadob/repo_mining/apache_repos/bval/bval-extras/src/main/java/org/apache/bval/extras/constraints/checkdigit/modulusvalidator.java,False,1.0,0.0,3.0,6.0,0.0,75.0,0.5,0.0,0.0,240.0,46.0,115.0,47.0,355.0,93.0,2321.4013779433512,56.27659574468085,130640.56690766307,0.0,2.0,1.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,20.0,8.0,0.0,bval,1.1.0,105
7,/sise/home/machadob/repo_mining/apache_repos/bval/bval-extras/src/main/java/org/apache/bval/extras/constraints/checkdigit/sedolvalidator.java,False,1.0,0.0,1.0,0.0,1.0,28.0,1.0,0.0,0.0,117.0,35.0,51.0,31.0,168.0,66.0,1015.45821205222,28.79032258064516,29235.369492148595,0.0,2.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,bval,1.1.0,105
8,/sise/home/machadob/repo_mining/apache_repos/bval/bval-extras/src/main/java/org/apache/bval/extras/constraints/checkdigit/verhoeffvalidator.java,False,2.0,0.0,2.0,0.0,0.0,36.0,1.0,0.0,0.0,366.0,34.0,244.0,40.0,610.0,74.0,3787.76655303366,103.7,392791.39154959057,1.0,3.0,1.0,8.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,bval,1.1.0,105
9,/sise/home/machadob/repo_mining/apache_repos/bval/bval-extras/src/main/java/org/apache/bval/extras/constraints/file/directoryvalidator.java,False,0.0,0.0,2.0,0.0,0.0,16.0,-1.0,0.0,0.0,50.0,18.0,31.0,22.0,81.0,40.0,431.0761756858764,12.681818181818182,5466.829682561795,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,bval,1.1.0,105
