,File,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,Project,Version,index
0,/sise/home/machadob/repo_mining/apache_repos/httpcomponents-core/httpcore5-h2/src/main/java/org/apache/hc/core5/http2/h2connectionexception.java,False,2.0,0.0,3.0,0.0,0.0,20.0,0.0,0.0,1.0,85.0,24.0,46.0,25.0,131.0,49.0,735.5269895790923,22.08,16240.435929906356,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,httpcomponents-core,rel_v5.0.1,365
2,/sise/home/machadob/repo_mining/apache_repos/httpcomponents-core/httpcore5-h2/src/main/java/org/apache/hc/core5/http2/h2streamresetexception.java,False,1.0,0.0,3.0,0.0,0.0,19.0,0.0,2.0,1.0,81.0,21.0,47.0,22.0,128.0,43.0,694.5618886018685,22.431818181818183,15580.28600113737,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,httpcomponents-core,rel_v5.0.1,365
3,/sise/home/machadob/repo_mining/apache_repos/httpcomponents-core/httpcore5-h2/src/main/java/org/apache/hc/core5/http2/h2transportmetrics.java,False,0.0,0.0,0.0,0.0,0.0,7.0,-1.0,0.0,0.0,23.0,12.0,15.0,10.0,38.0,22.0,169.4584015082173,9.0,1525.1256135739557,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,httpcomponents-core,rel_v5.0.1,365
4,/sise/home/machadob/repo_mining/apache_repos/httpcomponents-core/httpcore5-h2/src/main/java/org/apache/hc/core5/http2/config/h2config.java,False,7.0,0.0,8.0,0.0,0.0,53.0,0.0,0.0,2.0,658.0,26.0,293.0,81.0,951.0,107.0,6411.13510406749,47.02469135802469,301481.6495233712,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,httpcomponents-core,rel_v5.0.1,365
5,/sise/home/machadob/repo_mining/apache_repos/httpcomponents-core/httpcore5-h2/src/main/java/org/apache/hc/core5/http2/config/h2setting.java,False,2.0,0.0,4.0,0.0,0.0,24.0,0.0,2.0,1.0,102.0,20.0,59.0,31.0,161.0,51.0,913.2604800574107,19.032258064516128,17381.409136576527,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,httpcomponents-core,rel_v5.0.1,365
6,/sise/home/machadob/repo_mining/apache_repos/httpcomponents-core/httpcore5-h2/src/main/java/org/apache/hc/core5/http2/frame/defaultframefactory.java,False,1.0,1.0,4.0,0.0,1.0,27.0,1.0,4.0,2.0,195.0,21.0,136.0,41.0,331.0,62.0,1970.838978738056,34.829268292682926,68642.87955214496,3.0,2.0,2.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,httpcomponents-core,rel_v5.0.1,365
7,/sise/home/machadob/repo_mining/apache_repos/httpcomponents-core/httpcore5-h2/src/main/java/org/apache/hc/core5/http2/frame/frame.java,False,3.0,0.0,8.0,1.0,0.0,40.0,0.0,1.0,0.0,181.0,28.0,72.0,29.0,253.0,57.0,1475.7211735836795,34.758620689655174,51294.0325162879,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,147.0,0.0,httpcomponents-core,rel_v5.0.1,365
8,/sise/home/machadob/repo_mining/apache_repos/httpcomponents-core/httpcore5-h2/src/main/java/org/apache/hc/core5/http2/frame/framefactory.java,False,0.0,0.0,12.0,1.0,0.0,63.0,-1.0,5.0,2.0,429.0,29.0,283.0,86.0,712.0,115.0,4873.988916272396,47.71511627906977,232562.94788283465,2.0,1.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,342.0,0.0,httpcomponents-core,rel_v5.0.1,365
9,/sise/home/machadob/repo_mining/apache_repos/httpcomponents-core/httpcore5-h2/src/main/java/org/apache/hc/core5/http2/frame/frameprinter.java,False,0.0,0.0,3.0,0.0,0.0,174.0,-1.0,2.0,2.0,1081.0,38.0,526.0,117.0,1607.0,155.0,11692.7319192757,85.41880341880342,998779.1692413792,3.0,17.0,12.0,57.0,0.0,8.0,2.0,1.0,2.0,0.0,3.0,13.0,8.0,8.0,0.0,3.0,0.0,0.0,0.0,20.0,1.0,0.0,httpcomponents-core,rel_v5.0.1,365
10,/sise/home/machadob/repo_mining/apache_repos/httpcomponents-core/httpcore5-h2/src/main/java/org/apache/hc/core5/http2/frame/rawframe.java,False,2.0,0.0,5.0,0.0,1.0,40.0,0.0,18.0,0.0,163.0,27.0,80.0,35.0,243.0,62.0,1446.8697034240108,30.857142857142858,44646.26513422662,0.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,httpcomponents-core,rel_v5.0.1,365
