,File,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,Project,Version,index
0,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-cli/src/main/java/org/apache/maven/archiva/cli/abstractprogressconsumer.java,False,1.0,0.0,6.0,2.0,0.0,28.0,0.0,0.0,0.0,143.0,27.0,92.0,39.0,235.0,66.0,1420.4326180492365,31.846153846153847,45235.31568249107,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,archiva,archiva-1.3.5,39
1,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-cli/src/main/java/org/apache/maven/archiva/cli/archivacli.java,False,8.0,0.0,0.0,0.0,0.0,10.0,-1.0,1.0,0.0,994.0,40.0,628.0,207.0,1622.0,247.0,12892.251649630349,60.67632850241546,782254.4962287785,2.0,2.0,6.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,archiva,archiva-1.3.5,39
2,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-cli/src/main/java/org/apache/maven/archiva/cli/artifactcountconsumer.java,False,3.0,0.0,6.0,0.0,1.0,46.0,0.8333333333333334,0.0,0.0,148.0,22.0,64.0,30.0,212.0,52.0,1208.4932202459115,23.466666666666665,28359.307568437394,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,archiva,archiva-1.3.5,39
3,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-cli/src/main/java/org/apache/maven/archiva/cli/projectreaderconsumer.java,False,5.0,0.0,8.0,0.0,1.0,56.0,0.625,0.0,1.0,112.0,18.0,84.0,35.0,196.0,53.0,1122.6724090943871,21.6,24249.724036438765,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,archiva,archiva-1.3.5,39
4,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/archivaauditlogsdao.java,False,0.0,0.0,3.0,0.0,0.0,5.0,-1.0,11.0,1.0,39.0,15.0,30.0,19.0,69.0,34.0,351.03493604627346,11.842105263157896,4156.99266370587,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,archiva,archiva-1.3.5,39
5,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/archivadao.java,False,1.0,1.0,0.0,0.0,0.0,24.0,-1.0,50.0,1.0,52.0,17.0,36.0,30.0,88.0,47.0,488.8038189476321,10.2,4985.798953265848,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,archiva,archiva-1.3.5,39
6,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/artifactdao.java,False,0.0,0.0,5.0,0.0,0.0,12.0,-1.0,38.0,3.0,64.0,16.0,64.0,30.0,128.0,46.0,707.0159303752977,17.066666666666666,12066.405211738413,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,archiva,archiva-1.3.5,39
9,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/objectnotfoundexception.java,False,1.0,0.0,4.0,0.0,1.0,20.0,0.75,1.0,0.0,56.0,16.0,34.0,14.0,90.0,30.0,441.6201536047667,19.428571428571427,8580.048698606895,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
10,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/projectmodeldao.java,False,0.0,0.0,5.0,0.0,0.0,11.0,-1.0,9.0,1.0,54.0,15.0,49.0,24.0,103.0,39.0,544.3964285428116,15.3125,8336.070312061802,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,archiva,archiva-1.3.5,39
11,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/repositorycontentstatisticsdao.java,False,0.0,0.0,3.0,0.0,0.0,9.0,-1.0,8.0,1.0,39.0,15.0,30.0,19.0,69.0,34.0,351.03493604627346,11.842105263157896,4156.99266370587,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,archiva,archiva-1.3.5,39
12,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/repositorydatabaseeventlistener.java,False,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,3.0,82.0,17.0,54.0,26.0,136.0,43.0,737.9720066394854,17.653846153846153,13028.044271058609,3.0,2.0,8.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,archiva,archiva-1.3.5,39
13,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/repositoryproblemdao.java,False,0.0,0.0,3.0,0.0,0.0,9.0,-1.0,10.0,1.0,40.0,15.0,31.0,19.0,71.0,34.0,361.2098617287741,12.236842105263158,4420.068044838947,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,archiva,archiva-1.3.5,39
14,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/simpleconstraint.java,False,0.0,0.0,4.0,0.0,1.0,27.0,-1.0,12.0,0.0,36.0,16.0,17.0,16.0,53.0,32.0,265.0,8.5,2252.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,archiva,archiva-1.3.5,39
15,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/browsing/browsingresults.java,False,6.0,0.0,16.0,0.0,0.0,60.0,0.375,6.0,0.0,204.0,19.0,108.0,37.0,312.0,56.0,1811.8947356819729,27.72972972972973,50243.35131918119,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,archiva,archiva-1.3.5,39
16,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/browsing/defaultrepositorybrowsing.java,False,3.0,0.0,7.0,0.0,1.0,242.0,0.0,0.0,9.0,1298.0,38.0,837.0,150.0,2135.0,188.0,16129.047198331757,106.02,1710001.5839671327,4.0,3.0,6.0,14.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,23.0,1.0,0.0,archiva,archiva-1.3.5,39
17,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/browsing/groupidfilter.java,False,3.0,0.0,4.0,0.0,0.0,25.0,0.0,2.0,1.0,283.0,29.0,167.0,50.0,450.0,79.0,2836.7013366796964,48.43,137381.4457353977,0.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,archiva,archiva-1.3.5,39
18,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/browsing/repositorybrowsing.java,False,0.0,0.0,7.0,1.0,0.0,55.0,-1.0,5.0,0.0,110.0,14.0,114.0,28.0,224.0,42.0,1207.8791027024424,28.5,34424.55442701961,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,archiva,archiva-1.3.5,39
19,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/abstractdeclarativeconstraint.java,False,6.0,0.0,11.0,14.0,0.0,83.0,0.2727272727272727,1.0,2.0,438.0,36.0,240.0,49.0,678.0,85.0,4345.567054701362,88.16326530612245,383119.3811491813,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,archiva,archiva-1.3.5,39
20,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/abstractsimpleconstraint.java,False,1.0,0.0,4.0,6.0,0.0,19.0,1.0,0.0,0.0,62.0,22.0,28.0,19.0,90.0,41.0,482.1796804156276,16.210526315789473,7816.386398316488,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
21,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/archivaauditlogsconstraint.java,False,1.0,0.0,4.0,0.0,2.0,53.0,0.4,1.0,0.0,291.0,31.0,171.0,45.0,462.0,76.0,2886.542511210937,58.9,170017.3539103242,0.0,3.0,2.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,archiva,archiva-1.3.5,39
22,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/archivarepositorybyurlconstraint.java,False,1.0,0.0,3.0,0.0,1.0,16.0,0.6666666666666666,0.0,0.0,56.0,20.0,29.0,14.0,85.0,34.0,432.4343415062789,20.714285714285715,8957.568502630063,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,archiva,archiva-1.3.5,39
23,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/artifactversionsconstraint.java,False,2.0,0.0,4.0,0.0,1.0,30.0,0.5,3.0,0.0,178.0,28.0,100.0,30.0,278.0,58.0,1628.518716645465,46.66666666666666,75997.5401101217,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
24,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/artifactsbychecksumconstraint.java,False,3.0,2.0,4.0,0.0,1.0,39.0,0.75,4.0,0.0,169.0,30.0,82.0,32.0,251.0,62.0,1494.5032739071055,38.4375,57444.96959080438,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
25,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/artifactsbyrepositoryconstraint.java,False,2.0,0.0,5.0,0.0,1.0,34.0,0.0,1.0,0.0,207.0,27.0,114.0,32.0,321.0,59.0,1888.3284188451512,48.09375,90816.79489383398,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
26,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/artifactsprocessedconstraint.java,False,1.0,0.0,4.0,0.0,1.0,31.0,0.5,0.0,0.0,105.0,25.0,53.0,25.0,158.0,50.0,891.7292779844064,26.5,23630.82586658677,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
27,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/artifactsrelatedconstraint.java,False,1.0,0.0,3.0,0.0,1.0,18.0,0.6666666666666666,2.0,0.0,86.0,21.0,53.0,24.0,139.0,45.0,763.3675803898248,23.1875,17700.58577028906,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
28,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/mostrecentarchivaauditlogsconstraint.java,False,1.0,0.0,3.0,0.0,1.0,13.0,0.6666666666666666,0.0,1.0,80.0,24.0,53.0,36.0,133.0,60.0,785.616449215933,17.666666666666668,13879.223936148152,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,archiva,archiva-1.3.5,39
29,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/mostrecentrepositoryscanstatistics.java,False,1.0,0.0,3.0,0.0,1.0,17.0,0.6666666666666666,0.0,0.0,74.0,24.0,47.0,32.0,121.0,56.0,702.6899455689702,17.625,12384.9102906531,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,archiva,archiva-1.3.5,39
30,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/olderartifactsbyageconstraint.java,False,1.0,0.0,3.0,0.0,1.0,22.0,0.6666666666666666,0.0,0.0,110.0,25.0,62.0,31.0,172.0,56.0,998.865046593908,25.0,24971.6261648477,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
31,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/oldersnapshotartifactsbyageconstraint.java,False,1.0,0.0,3.0,0.0,1.0,22.0,0.6666666666666666,0.0,0.0,116.0,28.0,63.0,32.0,179.0,60.0,1057.3334166139248,27.5625,29142.752295421305,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
32,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/projectsbyartifactusageconstraint.java,False,1.0,0.0,5.0,0.0,1.0,26.0,0.8,1.0,1.0,171.0,25.0,88.0,37.0,259.0,62.0,1542.1368443902008,29.72972972972973,45847.31158997894,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,archiva,archiva-1.3.5,39
33,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/rangeconstraint.java,False,1.0,0.0,5.0,4.0,1.0,24.0,0.4,0.0,0.0,82.0,20.0,42.0,15.0,124.0,35.0,636.0310941011759,28.0,17808.870634832925,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
34,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/recentartifactsbyageconstraint.java,False,1.0,0.0,3.0,0.0,1.0,22.0,0.6666666666666666,0.0,0.0,113.0,25.0,63.0,31.0,176.0,56.0,1022.0944662821385,25.40322580645161,25964.496522489808,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
35,/sise/home/machadob/repo_mining/apache_repos/archiva/archiva-modules/archiva-database/src/main/java/org/apache/maven/archiva/database/constraints/repositorycontentstatisticsbyrepositoryconstraint.java,False,1.0,0.0,4.0,0.0,1.0,25.0,0.5,0.0,1.0,126.0,23.0,73.0,27.0,199.0,50.0,1123.1273817651702,31.09259259259259,34920.94211080964,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,archiva,archiva-1.3.5,39
