,File,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,Project,Version,index
0,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/application.java,False,0.0,0.0,1.0,0.0,0.0,28.0,-1.0,0.0,6.0,289.0,20.0,191.0,76.0,480.0,96.0,3160.7820003461547,25.13157894736842,79435.44237712047,9.0,1.0,3.0,22.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,attic-apex-malhar,v3.5.0-RC2,58
1,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/countverifier.java,False,6.0,4.0,6.0,0.0,0.0,46.0,0.6666666666666666,1.0,1.0,264.0,28.0,150.0,51.0,414.0,79.0,2609.7652297453205,41.1764705882353,107460.92122480732,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,attic-apex-malhar,v3.5.0-RC2,58
2,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/integeruniquevaluecountappender.java,False,0.0,0.0,2.0,0.0,1.0,49.0,-1.0,4.0,0.0,267.0,31.0,172.0,76.0,439.0,107.0,2959.504007030104,35.078947368421055,103816.28529924022,1.0,2.0,4.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,2.0,0.0,attic-apex-malhar,v3.5.0-RC2,58
3,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/randomkeyvalgenerator.java,False,10.0,2.0,11.0,0.0,0.0,107.0,0.2727272727272727,2.0,0.0,415.0,37.0,220.0,80.0,635.0,117.0,4362.681596935462,50.875,221951.4262440916,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,attic-apex-malhar,v3.5.0-RC2,58
4,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/statefulapplication.java,False,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,231.0,26.0,151.0,70.0,382.0,96.0,2515.4556752754816,28.042857142857144,70540.56415093958,4.0,1.0,4.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,attic-apex-malhar,v3.5.0-RC2,58
5,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/main/java/com/datatorrent/demos/distributeddistinct/uniquevaluecountappender.java,False,6.0,0.0,12.0,1.0,0.0,121.0,0.625,1.0,2.0,729.0,45.0,449.0,167.0,1178.0,212.0,9103.490295475449,60.4940119760479,550706.6509583277,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,attic-apex-malhar,v3.5.0-RC2,58
6,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/test/java/com/datatorrent/demos/distributeddistinct/applicationtest.java,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,33.0,14.0,19.0,16.0,52.0,30.0,255.15831097164292,8.3125,2121.003459951782,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,attic-apex-malhar,v3.5.0-RC2,58
7,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/test/java/com/datatorrent/demos/distributeddistinct/distributeddistincttest.java,False,8.0,3.0,6.0,0.0,0.0,130.0,0.0,1.0,3.0,846.0,31.0,563.0,144.0,1409.0,175.0,10498.756456571751,60.60069444444444,636231.9320713431,4.0,2.0,6.0,19.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,21.0,6.0,1.0,attic-apex-malhar,v3.5.0-RC2,58
8,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/test/java/com/datatorrent/demos/distributeddistinct/statefulapplicationtest.java,False,0.0,0.0,2.0,0.0,0.0,39.0,-1.0,0.0,1.0,255.0,28.0,148.0,85.0,403.0,113.0,2748.532121853321,24.376470588235293,66999.51242917741,2.0,3.0,7.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,21.0,5.0,0.0,attic-apex-malhar,v3.5.0-RC2,58
9,/sise/home/machadob/repo_mining/apache_repos/attic-apex-malhar/demos/distributedistinct/src/test/java/com/datatorrent/demos/distributeddistinct/statefuluniquecounttest.java,False,0.0,0.0,1.0,0.0,0.0,13.0,-1.0,0.0,4.0,899.0,40.0,538.0,175.0,1437.0,215.0,11134.153124860051,61.48571428571429,684591.3578485382,1.0,2.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,attic-apex-malhar,v3.5.0-RC2,58
