,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
736543,archiva,archiva-1.3,False,1.0,0.0,3.0,2.0,0.0,19.0,0.0,0.0,0.0,96.0,20.0,83.0,44.0,179.0,64.0,1074.0,18.86,20259.55,0.67,1.33,1.0,4.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,1.0,1.0,0.33,1.0,0.33,0.0,0.0,0.0,8.33,1.0,0.0,22
736544,archiva,archiva-1.3,False,12.0,3.0,2.0,0.0,0.0,135.0,0.0,1.0,6.0,950.0,34.0,672.0,213.0,1622.0,247.0,12892.25,53.63,691460.48,2.22,2.22,6.33,11.33,0.56,2.22,0.67,0.22,0.22,0.22,0.0,2.67,0.11,2.44,0.56,0.78,0.0,0.0,0.0,17.11,2.78,0.0,22
736545,archiva,archiva-1.3,False,8.0,0.0,0.0,0.0,0.0,10.0,-1.0,1.0,0.0,950.0,34.0,672.0,213.0,1622.0,247.0,12892.25,53.63,691460.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
736546,archiva,archiva-1.3,False,3.0,0.0,6.0,0.0,1.0,46.0,0.83,0.0,0.0,141.0,17.0,71.0,35.0,212.0,52.0,1208.49,17.24,20837.88,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,22
736547,archiva,archiva-1.3,False,5.0,0.0,8.0,0.0,1.0,56.0,0.63,0.0,1.0,98.0,14.0,98.0,39.0,196.0,53.0,1122.67,17.59,19747.52,0.43,1.29,0.86,4.71,0.71,0.29,0.43,0.0,0.14,0.14,0.0,0.29,0.0,0.43,0.29,0.29,0.0,0.0,0.0,6.0,1.0,0.0,22
736548,archiva,archiva-1.3,False,3.0,0.0,7.0,0.0,0.0,46.0,0.0,2.0,1.0,214.0,29.0,148.0,55.0,362.0,84.0,2314.02,39.02,90288.81,1.67,1.58,1.33,6.0,0.58,0.75,1.58,0.5,0.0,0.08,0.0,0.17,1.25,1.17,0.08,0.58,0.0,0.0,0.0,7.83,3.0,0.0,22
736549,archiva,archiva-1.3,False,2.0,0.0,8.0,0.0,0.0,198.0,0.22,8.0,1.0,790.0,38.0,463.0,113.0,1253.0,151.0,9069.72,77.85,706073.78,1.63,3.38,6.25,16.63,1.63,3.13,1.38,0.5,0.25,0.63,0.25,2.38,0.5,4.13,1.25,1.5,0.0,0.0,0.0,25.0,1.13,0.5,22
736550,archiva,archiva-1.3,False,1.0,0.0,2.0,0.0,0.0,19.0,0.0,2.0,1.0,94.0,25.0,52.0,24.0,146.0,49.0,819.75,27.08,22201.5,1.0,1.5,1.0,6.0,1.0,2.0,1.0,0.5,0.0,0.0,0.5,0.0,3.0,3.0,1.0,0.5,0.0,0.0,0.0,5.0,9.0,0.0,22
736551,archiva,archiva-1.3,False,0.0,0.0,3.0,0.0,0.0,22.0,-1.0,0.0,0.0,121.0,15.0,66.0,33.0,187.0,48.0,1044.39,15.0,15665.82,1.0,1.33,2.33,5.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,10.0,1.0,0.0,22
736552,archiva,archiva-1.3,False,1.0,0.0,5.0,0.0,1.0,48.0,1.0,0.0,1.0,329.0,23.0,241.0,81.0,570.0,104.0,3819.25,34.22,130679.67,1.4,1.0,4.0,8.2,0.0,2.6,0.0,0.0,0.0,0.0,0.4,3.6,1.6,2.6,0.6,0.0,0.0,0.0,0.0,15.4,1.0,0.0,22
