,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
842430,cocoon,RELEASE_2_1_5_1,False,0.0,0.0,0.0,0.0,0.0,9.0,-1.0,1.0,2.0,18.0,9.0,21.0,17.0,39.0,26.0,183.32,5.56,1019.03,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,83
842431,cocoon,RELEASE_2_1_5_1,False,0.0,0.0,1.0,0.0,0.0,16.0,-1.0,1.0,0.0,70.0,14.0,57.0,28.0,127.0,42.0,684.82,14.25,9758.75,1.0,2.0,4.0,8.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,18.0,9.0,0.0,83
842432,cocoon,RELEASE_2_1_5_1,False,0.0,0.0,4.0,1.0,0.0,26.0,-1.0,7.0,0.0,34.0,8.0,33.0,21.0,67.0,29.0,325.48,6.29,2045.9,0.25,1.0,0.0,1.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,1.0,0.0,83
842433,cocoon,RELEASE_2_1_5_1,False,0.0,0.0,2.0,1.0,0.0,7.0,-1.0,6.0,0.0,20.0,9.0,17.0,15.0,37.0,24.0,169.64,5.1,865.18,0.0,1.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,0.0,83
842434,cocoon,RELEASE_2_1_5_1,False,1.0,0.0,4.0,0.0,0.0,53.0,0.33,0.0,8.0,387.0,26.0,306.0,109.0,693.0,135.0,4904.23,36.5,178982.02,5.67,1.5,4.67,7.83,0.17,2.0,2.17,0.0,0.17,0.0,0.17,1.33,0.17,2.17,0.67,0.5,0.0,0.0,0.0,14.83,1.33,0.5,83
842435,cocoon,RELEASE_2_1_5_1,False,2.0,0.0,5.0,0.0,1.0,32.0,0.0,0.0,2.0,98.0,15.0,75.0,34.0,173.0,49.0,971.34,16.54,16070.04,0.5,1.33,0.83,4.33,1.0,0.33,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.67,0.0,0.33,0.0,0.0,0.0,5.5,1.0,0.0,83
842436,cocoon,RELEASE_2_1_5_1,False,3.0,0.0,2.0,0.0,1.0,26.0,0.0,1.0,0.0,74.0,17.0,41.0,22.0,115.0,39.0,607.82,15.84,9628.44,0.0,1.0,0.0,3.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.4,2.8,0.0,83
842437,cocoon,RELEASE_2_1_5_1,False,13.0,0.0,5.0,0.0,0.0,217.0,0.17,0.0,10.0,1041.0,32.0,733.0,188.0,1774.0,220.0,13804.13,62.38,861142.88,5.0,3.2,5.6,16.9,0.3,2.4,1.6,0.0,1.3,0.5,0.0,2.0,0.1,4.5,0.7,1.4,0.0,0.0,0.0,20.0,2.1,0.7,83
842438,cocoon,RELEASE_2_1_5_1,False,0.0,0.0,1.0,0.0,0.0,3.0,-1.0,1.0,2.0,1041.0,32.0,733.0,188.0,1774.0,220.0,13804.13,62.38,861142.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83
842439,cocoon,RELEASE_2_1_5_1,False,4.0,0.0,2.0,0.0,0.0,80.0,0.0,0.0,2.0,479.0,26.0,243.0,73.0,722.0,99.0,4786.4,43.27,207126.35,1.67,3.17,2.67,11.83,0.5,1.17,0.83,0.0,1.5,0.0,0.0,3.67,0.0,2.67,0.33,0.5,0.0,0.0,0.0,9.5,1.67,0.17,83
842440,cocoon,RELEASE_2_1_5_1,False,2.0,0.0,2.0,0.0,0.0,37.0,0.0,0.0,2.0,229.0,29.0,144.0,61.0,373.0,90.0,2421.46,34.23,82885.43,3.0,2.5,4.0,15.0,0.5,2.5,1.0,0.0,1.0,0.0,0.0,7.0,0.5,4.5,1.5,1.5,0.0,0.0,0.0,13.0,1.0,0.5,83
