,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
510384,airavata,airavata-0.5,False,2.0,0.0,7.0,0.0,1.0,31.0,0.0,12.0,1.0,185.0,18.0,124.0,41.0,309.0,59.0,1817.74,27.22,49477.91,0.75,1.0,0.75,3.5,0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,6.25,3.0,0.0,18
510385,airavata,airavata-0.5,False,1.0,0.0,5.0,0.0,1.0,22.0,0.0,21.0,1.0,111.0,14.0,74.0,32.0,185.0,46.0,1021.86,16.19,16541.34,0.67,1.0,1.33,4.0,0.67,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,6.33,3.67,0.0,18
510386,airavata,airavata-0.5,False,0.0,0.0,4.0,0.0,0.0,152.0,-1.0,4.0,2.0,936.0,21.0,395.0,83.0,1331.0,104.0,8918.29,49.97,445645.64,8.67,9.0,5.33,28.0,6.0,0.67,1.67,0.33,0.0,0.0,8.0,1.33,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.67,9.0,0.0,18
510387,airavata,airavata-0.5,False,2.0,0.0,4.0,0.0,1.0,19.0,0.0,25.0,1.0,95.0,16.0,65.0,33.0,160.0,49.0,898.35,15.76,14155.87,0.67,1.0,1.0,3.67,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,6.0,3.67,0.0,18
510388,airavata,airavata-0.5,False,0.0,0.0,0.0,4.0,0.0,2.0,-1.0,0.0,0.0,12.0,5.0,15.0,14.0,27.0,19.0,114.69,2.68,307.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
510389,airavata,airavata-0.5,False,1.0,0.0,5.0,0.0,1.0,22.0,0.0,21.0,1.0,111.0,14.0,74.0,32.0,185.0,46.0,1021.86,16.19,16541.34,0.33,1.0,1.33,4.0,0.67,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.67,0.0,18
510390,airavata,airavata-0.5,False,1.0,0.0,3.0,0.0,0.0,15.0,1.0,0.0,0.0,41.0,13.0,31.0,18.0,72.0,31.0,356.7,11.19,3993.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
510391,airavata,airavata-0.5,False,4.0,0.0,2.0,0.0,0.0,91.0,0.0,2.0,1.0,451.0,33.0,289.0,109.0,740.0,142.0,5290.81,43.75,231460.93,2.0,3.14,5.71,13.14,0.0,1.57,1.43,0.29,0.57,0.0,0.29,0.43,0.0,1.86,0.14,0.71,0.0,0.0,0.0,14.57,5.0,0.0,18
510392,airavata,airavata-0.5,False,40.0,40.0,0.0,3.0,0.0,42.0,-1.0,4.0,0.0,228.0,9.0,168.0,76.0,396.0,85.0,2538.12,9.95,25247.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
510393,airavata,airavata-0.5,False,0.0,0.0,2.0,0.0,0.0,17.0,-1.0,1.0,2.0,121.0,19.0,84.0,37.0,205.0,56.0,1190.51,21.57,25676.36,2.5,2.0,4.0,7.5,1.0,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,14.5,9.0,0.0,18
510394,airavata,airavata-0.5,False,9.0,0.0,18.0,0.0,0.0,137.0,0.5,1.0,0.0,195.0,14.0,102.0,47.0,297.0,61.0,1761.43,15.19,26758.73,0.0,1.0,0.0,3.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8.67,1.0,0.0,18
510395,airavata,airavata-0.5,False,1.0,0.0,1.0,0.0,1.0,74.0,0.75,2.0,1.0,496.0,25.0,338.0,96.0,834.0,121.0,5770.33,44.01,253954.71,4.0,1.5,4.5,17.75,1.0,6.0,2.75,0.5,0.0,0.0,0.0,9.25,0.5,6.5,0.25,0.5,0.0,0.0,0.0,19.0,9.75,0.0,18
510396,airavata,airavata-0.5,False,44.0,44.0,0.0,0.0,0.0,50.0,-1.0,4.0,0.0,285.0,10.0,191.0,97.0,476.0,107.0,3208.94,9.85,31593.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
510397,airavata,airavata-0.5,False,3.0,3.0,0.0,0.0,0.0,5.0,-1.0,0.0,0.0,285.0,10.0,191.0,97.0,476.0,107.0,3208.94,9.85,31593.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
510398,airavata,airavata-0.5,False,18.0,18.0,0.0,0.0,0.0,20.0,-1.0,2.0,0.0,285.0,10.0,191.0,97.0,476.0,107.0,3208.94,9.85,31593.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
510399,airavata,airavata-0.5,False,1.0,0.0,2.0,0.0,1.0,166.0,1.0,1.0,5.0,1103.0,29.0,741.0,172.0,1844.0,201.0,14108.54,62.47,881332.56,8.0,9.5,23.5,81.5,1.0,26.5,3.0,3.5,0.5,0.0,0.0,39.5,4.0,29.5,5.5,1.5,0.0,0.0,0.0,39.5,9.0,0.0,18
510400,airavata,airavata-0.5,False,2.0,1.0,3.0,0.0,1.0,362.0,0.15,4.0,6.0,2091.0,43.0,1531.0,382.0,3622.0,425.0,31624.84,86.17,2725075.82,5.93,2.21,7.86,15.5,0.64,3.93,3.29,0.14,0.57,0.0,0.07,2.71,0.36,4.07,0.64,0.93,0.0,0.0,0.0,21.29,5.14,0.21,18
510401,airavata,airavata-0.5,False,0.0,0.0,3.0,0.0,0.0,67.0,-1.0,0.0,3.0,455.0,27.0,335.0,112.0,790.0,139.0,5623.96,40.38,227092.63,4.67,2.33,11.33,21.67,0.67,7.67,0.67,0.33,0.0,1.0,0.67,4.0,0.0,7.67,0.67,1.33,0.0,0.0,0.0,30.0,6.33,0.0,18
510402,airavata,airavata-0.5,False,0.0,0.0,4.0,0.0,0.0,30.0,-1.0,0.0,0.0,43.0,9.0,29.0,14.0,72.0,23.0,325.7,9.32,3035.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
510403,airavata,airavata-0.5,False,1.0,0.0,3.0,0.0,1.0,11.0,1.0,0.0,0.0,40.0,15.0,26.0,18.0,66.0,33.0,332.93,10.83,3606.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
510404,airavata,airavata-0.5,False,1.0,0.0,3.0,1.0,0.0,11.0,1.0,0.0,0.0,38.0,14.0,26.0,17.0,64.0,31.0,317.07,10.71,3394.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
510405,airavata,airavata-0.5,False,2.0,0.0,2.0,0.0,0.0,64.0,1.0,5.0,0.0,328.0,31.0,190.0,84.0,518.0,115.0,3545.96,35.06,124319.8,1.0,7.5,6.0,23.5,0.0,3.0,1.0,0.5,1.5,0.5,0.0,7.0,1.0,3.5,1.0,2.5,0.0,0.0,0.0,25.5,9.0,0.5,18
510406,airavata,airavata-0.5,False,1.0,0.0,12.0,0.0,0.0,144.0,0.83,13.0,1.0,413.0,32.0,278.0,80.0,691.0,112.0,4703.88,55.6,261535.85,1.0,1.5,2.08,6.04,0.58,1.46,1.42,0.33,0.29,0.0,0.29,0.25,1.0,1.5,0.21,0.46,0.0,0.0,0.0,14.29,9.0,0.13,18
510407,airavata,airavata-0.5,False,0.0,0.0,2.0,0.0,0.0,27.0,-1.0,1.0,1.0,164.0,19.0,97.0,44.0,261.0,63.0,1560.07,20.94,32672.83,0.5,1.0,2.5,8.5,0.5,1.5,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,18
510408,airavata,airavata-0.5,False,2.0,0.0,5.0,0.0,0.0,41.0,0.0,3.0,0.0,68.0,16.0,38.0,15.0,106.0,31.0,525.14,20.27,10642.93,1.0,1.0,0.0,3.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,18
510409,airavata,airavata-0.5,False,0.0,0.0,7.0,0.0,0.0,121.0,-1.0,16.0,0.0,346.0,28.0,181.0,69.0,527.0,97.0,3478.15,36.72,127733.95,0.0,3.0,3.0,12.29,1.57,2.0,1.0,0.14,1.0,0.14,0.0,1.14,1.86,2.86,1.14,1.43,0.0,0.0,0.0,18.57,9.0,0.0,18
510410,airavata,airavata-0.5,False,10.0,9.0,11.0,0.0,0.0,253.0,0.31,22.0,1.0,983.0,33.0,680.0,143.0,1663.0,176.0,12405.03,78.46,973318.11,0.48,3.33,4.1,16.62,0.24,3.95,3.1,1.48,0.71,0.0,0.05,0.33,2.48,7.71,1.0,1.48,0.05,0.0,0.0,25.62,8.38,0.0,18
510411,airavata,airavata-0.5,False,31.0,31.0,0.0,0.0,0.0,123.0,-1.0,28.0,0.0,222.0,16.0,158.0,77.0,380.0,93.0,2484.88,16.42,40790.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
510412,airavata,airavata-0.5,False,0.0,0.0,1.0,0.0,0.0,42.0,-1.0,1.0,1.0,178.0,18.0,135.0,52.0,313.0,70.0,1918.47,23.37,44825.69,3.0,3.0,4.5,16.5,1.0,3.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.5,0.0,1.0,0.0,0.0,0.0,24.0,9.5,0.0,18
510413,airavata,airavata-0.5,False,6.0,1.0,10.0,0.0,0.0,69.0,0.0,2.0,0.0,245.0,20.0,130.0,37.0,375.0,57.0,2187.33,35.14,76852.27,0.67,1.25,1.17,4.33,1.0,0.25,0.25,0.0,0.25,0.0,0.0,0.33,0.0,0.83,0.33,0.25,0.0,0.0,0.0,5.67,1.25,0.0,18
510414,airavata,airavata-0.5,False,5.0,2.0,24.0,0.0,0.0,448.0,0.54,85.0,3.0,1576.0,37.0,1027.0,221.0,2603.0,258.0,20853.22,85.97,1792763.98,1.73,3.73,4.0,14.53,2.0,2.6,1.6,0.47,0.67,0.2,0.0,0.4,0.53,3.0,0.4,1.27,0.0,0.0,0.0,18.6,9.13,0.13,18
510415,airavata,airavata-0.5,True,4.0,2.0,1.0,0.0,0.0,41.0,0.0,4.0,0.0,255.0,24.0,174.0,66.0,429.0,90.0,2785.0,31.64,88107.43,3.0,8.0,15.0,35.0,1.0,5.0,2.0,0.0,4.0,2.0,0.0,9.0,0.0,11.0,3.0,2.0,0.0,0.0,0.0,33.0,9.0,1.0,18
510416,airavata,airavata-0.5,False,1.0,0.0,26.0,0.0,0.0,437.0,0.79,23.0,3.0,1583.0,39.0,1047.0,217.0,2630.0,256.0,21040.0,94.09,1979553.73,2.07,3.71,4.14,12.11,1.43,2.11,1.46,0.86,0.64,0.14,0.0,0.75,0.18,2.43,0.18,1.61,0.0,0.0,0.0,17.93,9.07,0.07,18
510417,airavata,airavata-0.5,False,0.0,0.0,3.0,0.0,0.0,24.0,-1.0,0.0,1.0,179.0,17.0,111.0,42.0,290.0,59.0,1705.97,22.46,38323.32,2.0,1.33,3.67,7.33,0.0,1.67,0.0,0.0,0.0,0.33,0.0,2.67,0.0,1.67,0.0,0.33,0.0,0.0,0.0,7.67,1.0,0.0,18
510418,airavata,airavata-0.5,False,10.0,1.0,36.0,0.0,0.0,255.0,0.0,15.0,1.0,1155.0,35.0,661.0,203.0,1816.0,238.0,14336.99,56.98,816961.19,1.33,1.52,2.44,6.52,1.0,0.33,1.41,0.0,0.52,0.0,0.0,0.07,0.0,0.67,0.0,0.33,0.0,0.0,0.0,10.41,1.3,0.04,18
510419,airavata,airavata-0.5,False,0.0,0.0,1.0,0.0,0.0,12.0,-1.0,0.0,2.0,103.0,16.0,61.0,43.0,164.0,59.0,964.75,11.35,10948.83,3.0,2.0,10.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,18
