,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
738014,archiva,archiva-1.4-M3,False,1.0,0.0,6.0,1.0,0.0,27.0,0.0,0.0,1.0,124.0,20.0,105.0,47.0,229.0,67.0,1389.13,22.34,31033.85,1.0,1.17,1.0,3.5,0.0,0.0,1.5,0.0,0.17,0.0,0.17,0.5,0.5,0.17,0.5,0.17,0.0,0.0,0.0,8.17,1.0,0.0,24
738015,archiva,archiva-1.4-M3,False,13.0,4.0,2.0,0.0,0.0,151.0,0.0,1.0,9.0,1024.0,35.0,732.0,226.0,1756.0,261.0,14097.0,56.68,799038.09,2.67,2.44,6.89,13.11,0.56,2.78,0.67,0.33,0.33,0.33,0.0,2.56,0.11,3.0,0.67,1.0,0.0,0.0,0.0,19.89,2.78,0.0,24
738016,archiva,archiva-1.4-M3,False,8.0,0.0,0.0,0.0,0.0,10.0,-1.0,1.0,0.0,1024.0,35.0,732.0,226.0,1756.0,261.0,14097.0,56.68,799038.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
738017,archiva,archiva-1.4-M3,False,3.0,0.0,6.0,0.0,1.0,44.0,0.83,0.0,0.0,164.0,18.0,89.0,48.0,253.0,66.0,1529.23,16.69,25519.05,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,24
738018,archiva,archiva-1.4-M3,False,3.0,0.0,7.0,0.0,0.0,45.0,0.0,2.0,1.0,214.0,29.0,148.0,55.0,362.0,84.0,2314.02,39.02,90288.81,1.67,1.58,1.33,6.0,0.58,0.75,1.58,0.5,0.0,0.08,0.0,0.17,1.25,1.17,0.08,0.58,0.0,0.0,0.0,7.83,3.0,0.0,24
738019,archiva,archiva-1.4-M3,False,2.0,0.0,8.0,0.0,0.0,197.0,0.22,11.0,1.0,791.0,38.0,467.0,114.0,1258.0,152.0,9117.89,77.83,709675.99,1.63,3.38,6.25,16.63,1.63,3.13,1.38,0.5,0.13,0.63,0.25,2.38,0.5,4.13,1.25,1.5,0.0,0.0,0.0,25.0,1.13,0.5,24
738020,archiva,archiva-1.4-M3,False,1.0,0.0,2.0,0.0,0.0,18.0,0.0,2.0,1.0,94.0,25.0,52.0,24.0,146.0,49.0,819.75,27.08,22201.5,1.0,1.5,1.0,6.0,1.0,2.0,1.0,0.5,0.0,0.0,0.5,0.0,3.0,3.0,1.0,0.5,0.0,0.0,0.0,5.0,9.0,0.0,24
738021,archiva,archiva-1.4-M3,False,0.0,0.0,2.0,1.0,0.0,22.0,-1.0,0.0,1.0,133.0,20.0,90.0,47.0,223.0,67.0,1352.74,19.15,25903.49,2.5,2.5,5.0,8.5,1.0,1.5,0.5,0.0,1.5,0.0,0.0,2.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,12.5,1.0,0.0,24
738022,archiva,archiva-1.4-M3,False,0.0,0.0,3.0,0.0,0.0,21.0,-1.0,0.0,0.0,138.0,15.0,87.0,41.0,225.0,56.0,1306.65,15.91,20794.93,3.0,1.33,2.33,5.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,10.0,1.0,0.0,24
738023,archiva,archiva-1.4-M3,False,1.0,0.0,5.0,0.0,0.0,47.0,1.0,0.0,1.0,349.0,23.0,268.0,91.0,617.0,114.0,4215.89,33.87,142784.42,3.4,1.0,4.0,8.2,0.0,2.6,0.0,0.0,0.0,0.0,0.4,3.6,1.6,2.6,0.6,0.0,0.0,0.0,0.0,15.4,1.0,0.0,24
