,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
584410,accumulo,1.5.0,False,1.0,1.0,0.0,0.0,0.0,3.0,-1.0,1.0,0.0,18.0,9.0,13.0,12.0,31.0,21.0,136.16,4.88,663.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
584411,accumulo,1.5.0,False,98.0,98.0,7.0,0.0,0.0,125.0,0.0,219.0,8.0,1079.0,29.0,639.0,228.0,1718.0,257.0,13753.66,40.64,558923.53,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.86,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0
584412,accumulo,1.5.0,False,2.0,0.0,12.0,0.0,1.0,126.0,0.23,1.0,1.0,603.0,41.0,341.0,97.0,944.0,138.0,6710.45,72.07,483601.86,1.09,3.18,2.36,8.64,0.55,1.09,0.64,0.27,1.36,0.09,0.82,0.55,1.09,1.55,0.36,0.82,0.0,0.0,0.0,11.0,1.09,0.0,0
584413,accumulo,1.5.0,False,3.0,0.0,11.0,0.0,1.0,155.0,0.15,4.0,3.0,690.0,36.0,387.0,68.0,1077.0,104.0,7216.37,102.44,739253.8,1.55,3.73,1.27,9.18,0.55,1.36,0.91,0.82,1.45,0.0,0.27,0.55,1.36,2.36,0.27,1.0,0.0,0.0,0.0,13.55,1.18,0.0,0
584414,accumulo,1.5.0,False,6.0,0.0,11.0,2.0,0.0,135.0,0.53,3.0,1.0,376.0,36.0,226.0,63.0,602.0,99.0,3990.87,64.57,257696.35,1.12,2.04,0.64,5.48,0.08,0.2,0.68,0.48,0.56,0.0,0.0,0.52,0.24,0.48,0.08,0.52,0.0,0.0,0.0,12.96,165.52,0.0,0
584415,accumulo,1.5.0,False,2.0,2.0,0.0,0.0,0.0,4.0,-1.0,6.0,0.0,51.0,12.0,52.0,37.0,103.0,49.0,578.32,8.43,4876.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
584416,accumulo,1.5.0,False,1.0,1.0,0.0,0.0,0.0,3.0,-1.0,19.0,0.0,28.0,14.0,28.0,27.0,56.0,41.0,300.02,7.26,2177.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
584417,accumulo,1.5.0,False,5.0,4.0,1.0,0.0,0.0,14.0,0.0,23.0,1.0,156.0,17.0,140.0,67.0,296.0,84.0,1892.13,17.76,33606.42,1.0,1.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0
584418,accumulo,1.5.0,False,2.0,0.0,3.0,0.0,2.0,20.0,0.0,0.0,2.0,124.0,19.0,100.0,46.0,224.0,65.0,1349.01,20.65,27860.0,2.5,1.5,4.5,6.5,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.5,1.0,0.0,0
584419,accumulo,1.5.0,False,1.0,1.0,1.0,0.0,2.0,12.0,0.0,3.0,2.0,107.0,15.0,89.0,45.0,196.0,60.0,1157.75,14.83,17173.3,4.0,1.0,8.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0
