,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
229420,atlas,release-0.7-rc2,False,0.0,0.0,2.0,0.0,0.0,29.0,-1.0,2.0,0.0,140.0,25.0,92.0,45.0,232.0,70.0,1421.99,25.56,36339.84,0.0,1.5,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,5.5,0.0,30
229421,atlas,release-0.7-rc2,True,1.0,0.0,6.0,0.0,0.0,243.0,0.13,3.0,8.0,1766.0,27.0,1219.0,207.0,2985.0,234.0,23493.04,79.5,1867696.58,3.0,2.45,6.09,12.64,1.09,2.09,2.0,0.09,0.64,0.0,0.0,0.82,0.09,2.09,0.18,0.55,0.0,0.0,0.0,10.73,9.64,0.36,30
229422,atlas,release-0.7-rc2,True,4.0,0.0,5.0,0.0,0.0,28.0,0.0,4.0,0.0,93.0,16.0,61.0,31.0,154.0,47.0,855.41,15.74,13465.76,0.5,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,1.0,0.0,30
229423,atlas,release-0.7-rc2,True,16.0,4.0,3.0,0.0,0.0,126.0,0.43,0.0,3.0,656.0,36.0,475.0,171.0,1131.0,207.0,8701.33,50.0,435066.69,3.0,2.63,6.0,17.0,0.25,1.88,0.5,0.0,0.0,0.63,0.0,1.5,0.0,2.88,0.0,1.0,0.38,0.0,0.0,20.88,3.38,1.25,30
229424,atlas,release-0.7-rc2,True,8.0,6.0,5.0,0.0,0.0,230.0,0.1,0.0,10.0,1889.0,40.0,1340.0,284.0,3229.0,324.0,26929.38,94.37,2541222.77,4.68,1.59,8.27,10.86,0.73,2.91,1.5,0.05,0.23,0.09,0.64,1.86,1.09,2.95,0.95,0.41,0.05,0.0,0.0,15.59,1.86,0.18,30
229425,atlas,release-0.7-rc2,True,0.0,0.0,0.0,0.0,0.0,8.0,-1.0,1.0,0.0,1889.0,40.0,1340.0,284.0,3229.0,324.0,26929.38,94.37,2541222.77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,30
229426,atlas,release-0.7-rc2,True,10.0,8.0,5.0,0.0,0.0,93.0,0.0,3.0,8.0,1007.0,28.0,651.0,147.0,1658.0,175.0,12354.11,62.0,765954.7,3.92,1.42,5.08,6.25,0.5,1.0,0.08,0.33,0.08,0.0,0.0,1.0,0.17,1.0,0.08,0.08,0.0,0.0,0.0,10.42,2.33,0.5,30
229427,atlas,release-0.7-rc2,False,1.0,0.0,2.0,0.0,0.0,15.0,-1.0,1.0,2.0,39.0,13.0,32.0,18.0,71.0,31.0,351.75,11.56,4064.64,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.0,30
229428,atlas,release-0.7-rc2,False,1.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,1.0,39.0,13.0,32.0,18.0,71.0,31.0,351.75,11.56,4064.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
229429,atlas,release-0.7-rc2,True,3.0,1.0,7.0,0.0,0.0,60.0,0.63,1.0,3.0,299.0,25.0,233.0,84.0,532.0,109.0,3600.67,34.67,124844.8,1.14,1.57,1.29,5.43,0.14,0.14,0.71,0.0,0.0,0.14,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.0,0.0,7.57,1.0,0.29,30
229430,atlas,release-0.7-rc2,False,0.0,0.0,1.0,0.0,0.0,12.0,-1.0,0.0,1.0,90.0,19.0,81.0,45.0,171.0,64.0,1026.0,17.1,17544.6,2.0,2.0,5.0,10.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,16.0,9.0,0.0,30
229431,atlas,release-0.7-rc2,False,4.0,1.0,3.0,0.0,0.0,38.0,1.0,0.0,3.0,251.0,22.0,204.0,91.0,455.0,113.0,3103.18,24.66,76522.41,2.67,2.0,6.33,10.67,0.0,2.0,0.0,0.33,0.0,0.67,0.0,0.33,0.0,2.0,0.0,0.67,0.0,0.0,0.0,8.67,1.0,0.33,30
229432,atlas,release-0.7-rc2,True,12.0,8.0,16.0,0.0,0.0,507.0,0.0,9.0,9.0,2740.0,42.0,1912.0,414.0,4652.0,456.0,41090.6,96.99,3985193.11,2.56,1.95,6.03,11.08,0.9,2.03,2.05,0.13,0.46,0.1,0.0,2.23,0.44,2.56,0.59,0.64,0.0,0.0,0.0,23.28,5.36,0.77,30
229433,atlas,release-0.7-rc2,True,1.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,2.0,264.0,23.0,184.0,85.0,448.0,108.0,3026.19,24.89,75334.32,3.0,1.0,4.0,8.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,1.5,0.0,0.0,0.0,0.0,27.0,1.0,0.0,30
229434,atlas,release-0.7-rc2,True,7.0,2.0,8.0,0.0,0.0,133.0,0.21,0.0,4.0,1196.0,33.0,877.0,182.0,2073.0,215.0,16062.0,79.51,1277061.68,3.77,1.31,8.69,9.15,0.31,1.85,1.0,0.08,0.0,0.23,0.0,2.08,0.31,2.0,0.15,0.31,0.0,0.0,0.0,22.15,1.46,0.0,30
