,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
299158,bookkeeper,release-4.1.0,False,4.0,0.0,6.0,0.0,0.0,139.0,0.0,2.0,9.0,870.0,40.0,586.0,170.0,1456.0,210.0,11231.94,68.94,774343.26,3.0,2.67,5.67,19.33,0.17,4.67,1.33,0.83,0.5,0.17,1.0,4.33,3.17,6.83,1.5,1.0,0.0,0.0,0.0,17.67,25.17,1.0,45
299159,bookkeeper,release-4.1.0,False,1.0,0.0,3.0,0.0,0.0,18.0,0.0,1.0,0.0,870.0,40.0,586.0,170.0,1456.0,210.0,11231.94,68.94,774343.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
299160,bookkeeper,release-4.1.0,False,2.0,0.0,2.0,0.0,0.0,20.0,0.0,1.0,0.0,870.0,40.0,586.0,170.0,1456.0,210.0,11231.94,68.94,774343.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
299161,bookkeeper,release-4.1.0,False,3.0,0.0,5.0,0.0,0.0,214.0,0.29,2.0,5.0,1198.0,46.0,743.0,234.0,1941.0,280.0,15778.94,73.03,1152334.52,2.56,6.22,9.67,35.11,0.56,4.67,1.22,0.56,2.11,0.67,0.11,5.11,3.67,5.33,1.11,2.22,0.44,0.0,0.0,20.22,3.89,1.67,45
299162,bookkeeper,release-4.1.0,False,21.0,0.0,12.0,0.0,0.0,322.0,0.29,2.0,5.0,1990.0,45.0,1194.0,343.0,3184.0,388.0,27382.12,78.32,2144666.82,1.63,3.68,7.16,24.37,0.26,4.11,0.89,0.68,0.63,0.68,0.37,6.21,3.53,5.11,2.47,1.16,0.37,0.0,0.0,18.37,4.0,1.89,45
299163,bookkeeper,release-4.1.0,False,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1990.0,45.0,1194.0,343.0,3184.0,388.0,27382.12,78.32,2144666.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
299164,bookkeeper,release-4.1.0,False,11.0,0.0,3.0,0.0,0.0,89.0,0.0,1.0,3.0,466.0,28.0,321.0,122.0,787.0,150.0,5689.08,36.84,209563.34,0.75,2.5,4.75,12.5,0.0,1.75,1.25,0.75,0.0,0.25,0.75,3.75,2.25,2.5,2.5,0.75,0.0,0.0,0.0,24.5,2.5,0.75,45
299165,bookkeeper,release-4.1.0,True,16.0,0.0,6.0,0.0,0.0,273.0,0.22,0.0,4.0,1681.0,44.0,1119.0,273.0,2800.0,317.0,23263.35,90.18,2097791.69,3.29,5.0,8.86,29.86,0.57,7.14,1.86,1.43,0.43,0.57,0.71,10.57,3.29,8.86,2.71,1.43,0.14,0.0,0.0,30.43,1.86,2.29,45
299166,bookkeeper,release-4.1.0,True,4.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,1681.0,44.0,1119.0,273.0,2800.0,317.0,23263.35,90.18,2097791.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
299167,bookkeeper,release-4.1.0,True,4.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,1681.0,44.0,1119.0,273.0,2800.0,317.0,23263.35,90.18,2097791.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
299168,bookkeeper,release-4.1.0,True,7.0,0.0,2.0,0.0,0.0,54.0,0.0,0.0,2.0,1681.0,44.0,1119.0,273.0,2800.0,317.0,23263.35,90.18,2097791.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
299169,bookkeeper,release-4.1.0,True,4.0,0.0,9.0,0.0,0.0,147.0,0.33,0.0,6.0,784.0,38.0,463.0,154.0,1247.0,192.0,9458.45,57.12,540298.5,1.9,3.0,4.4,18.4,0.1,2.0,0.1,0.6,0.3,0.8,0.0,3.1,2.7,2.5,0.2,1.4,0.4,0.0,0.0,11.7,2.6,0.7,45
299170,bookkeeper,release-4.1.0,True,29.0,0.0,29.0,0.0,0.0,539.0,0.08,18.0,15.0,2241.0,48.0,1418.0,399.0,3659.0,447.0,32214.32,85.29,2747663.11,1.97,2.43,3.86,12.16,0.41,1.0,1.38,0.05,0.27,0.32,0.03,1.32,0.38,1.68,0.43,1.05,0.08,0.0,0.0,20.68,5.51,0.78,45
299171,bookkeeper,release-4.1.0,True,2.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,2241.0,48.0,1418.0,399.0,3659.0,447.0,32214.32,85.29,2747663.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
299172,bookkeeper,release-4.1.0,True,3.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,2241.0,48.0,1418.0,399.0,3659.0,447.0,32214.32,85.29,2747663.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
299173,bookkeeper,release-4.1.0,True,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,2241.0,48.0,1418.0,399.0,3659.0,447.0,32214.32,85.29,2747663.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
299174,bookkeeper,release-4.1.0,True,3.0,0.0,2.0,0.0,0.0,55.0,0.0,0.0,1.0,2241.0,48.0,1418.0,399.0,3659.0,447.0,32214.32,85.29,2747663.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
299175,bookkeeper,release-4.1.0,True,1.0,0.0,3.0,0.0,0.0,17.0,0.0,1.0,0.0,2241.0,48.0,1418.0,399.0,3659.0,447.0,32214.32,85.29,2747663.11,0.0,2.0,1.0,5.5,0.0,0.0,2.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,33.0,0.0,45
299176,bookkeeper,release-4.1.0,False,1.0,0.0,4.0,0.0,1.0,18.0,0.75,1.0,1.0,57.0,16.0,38.0,24.0,95.0,40.0,505.58,12.67,6404.05,0.33,1.0,0.33,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.0,0.0,45
299177,bookkeeper,release-4.1.0,False,0.0,0.0,1.0,1.0,0.0,9.0,-1.0,0.0,0.0,15.0,8.0,12.0,12.0,27.0,20.0,116.69,4.0,466.77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,45
