,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
799852,beam,v2.1.0-RC2,False,0.0,0.0,1.0,0.0,0.0,19.0,-1.0,1.0,1.0,114.0,16.0,101.0,49.0,215.0,65.0,1294.81,16.49,21351.14,1.0,1.0,0.33,1.33,0.17,0.0,0.67,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.17,0.0,40
799853,beam,v2.1.0-RC2,False,0.0,0.0,1.0,0.0,0.0,8.0,-1.0,0.0,1.0,114.0,16.0,101.0,49.0,215.0,65.0,1294.81,16.49,21351.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
799854,beam,v2.1.0-RC2,False,0.0,0.0,0.0,0.0,0.0,9.0,-1.0,1.0,0.0,57.0,11.0,65.0,45.0,122.0,56.0,708.5,7.94,5628.62,1.33,1.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,9.67,0.0,0.0,40
799855,beam,v2.1.0-RC2,False,0.0,0.0,1.0,0.0,1.0,15.0,-1.0,1.0,2.0,90.0,15.0,76.0,38.0,166.0,53.0,950.83,15.0,14262.52,1.67,1.0,1.0,1.67,0.33,0.0,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,4.33,0.33,0.0,40
799856,beam,v2.1.0-RC2,False,0.0,0.0,1.0,0.0,0.0,8.0,-1.0,0.0,2.0,90.0,15.0,76.0,38.0,166.0,53.0,950.83,15.0,14262.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
799857,beam,v2.1.0-RC2,False,0.0,0.0,1.0,1.0,0.0,15.0,-1.0,0.0,2.0,90.0,15.0,76.0,37.0,166.0,52.0,946.27,15.41,14577.72,1.67,1.0,1.0,1.67,0.33,0.0,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,4.33,0.33,0.0,40
799858,beam,v2.1.0-RC2,False,0.0,0.0,1.0,0.0,0.0,8.0,-1.0,0.0,2.0,90.0,15.0,76.0,37.0,166.0,52.0,946.27,15.41,14577.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
799859,beam,v2.1.0-RC2,False,7.0,1.0,6.0,0.0,0.0,261.0,0.11,13.0,13.0,1903.0,46.0,984.0,267.0,2887.0,313.0,23933.28,84.76,2028682.0,4.58,3.32,8.05,12.89,0.32,0.95,1.11,0.21,1.32,0.26,0.0,1.79,0.32,1.37,0.79,1.11,0.05,0.0,0.0,25.26,3.37,0.0,40
799860,beam,v2.1.0-RC2,False,4.0,0.0,6.0,0.0,0.0,44.0,0.67,0.0,7.0,311.0,23.0,256.0,94.0,567.0,117.0,3895.5,31.32,122003.64,3.25,1.5,4.25,5.75,0.5,1.25,2.0,0.0,0.25,0.0,0.0,1.0,0.0,2.0,0.0,0.25,0.0,0.0,0.0,11.75,1.0,0.0,40
799861,beam,v2.1.0-RC2,False,1.0,0.0,4.0,0.0,0.0,20.0,0.5,1.0,4.0,311.0,23.0,256.0,94.0,567.0,117.0,3895.5,31.32,122003.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
799862,beam,v2.1.0-RC2,False,12.0,0.0,27.0,0.0,0.0,263.0,0.37,0.0,24.0,1876.0,41.0,1264.0,294.0,3140.0,335.0,26338.37,88.14,2321360.39,5.94,1.5,6.69,6.88,0.69,0.94,0.75,0.06,0.0,0.0,0.0,0.81,0.69,1.13,0.06,0.31,0.19,0.0,0.0,11.81,1.38,0.0,40
799863,beam,v2.1.0-RC2,False,2.0,0.0,3.0,0.0,0.0,28.0,0.5,1.0,5.0,1876.0,41.0,1264.0,294.0,3140.0,335.0,26338.37,88.14,2321360.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
799864,beam,v2.1.0-RC2,False,2.0,0.0,3.0,0.0,0.0,19.0,0.67,0.0,3.0,1876.0,41.0,1264.0,294.0,3140.0,335.0,26338.37,88.14,2321360.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
799865,beam,v2.1.0-RC2,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,1876.0,41.0,1264.0,294.0,3140.0,335.0,26338.37,88.14,2321360.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
799866,beam,v2.1.0-RC2,False,2.0,0.0,5.0,0.0,0.0,39.0,0.4,0.0,10.0,1876.0,41.0,1264.0,294.0,3140.0,335.0,26338.37,88.14,2321360.39,4.5,1.5,6.0,5.5,1.0,0.75,1.0,0.0,0.25,0.0,0.0,0.5,1.5,0.75,0.25,0.25,0.25,0.0,0.0,10.75,0.75,0.0,40
799867,beam,v2.1.0-RC2,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,1.0,1876.0,41.0,1264.0,294.0,3140.0,335.0,26338.37,88.14,2321360.39,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,40
