,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
231546,atlas,release-0.8.1-rc1,False,0.0,0.0,2.0,0.0,0.0,29.0,-1.0,2.0,0.0,140.0,25.0,92.0,45.0,232.0,70.0,1421.99,25.56,36339.84,0.0,1.5,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,5.5,0.0,33
231547,atlas,release-0.8.1-rc1,True,9.0,8.0,6.0,0.0,0.0,259.0,0.13,3.0,6.0,1842.0,27.0,1252.0,217.0,3094.0,244.0,24537.7,77.89,1911226.86,3.09,2.45,6.18,12.73,1.09,2.18,2.0,0.09,0.64,0.0,0.0,0.82,0.09,2.18,0.18,0.55,0.0,0.0,0.0,10.73,9.64,0.36,33
231548,atlas,release-0.8.1-rc1,False,3.0,0.0,4.0,0.0,0.0,23.0,0.0,4.0,0.0,71.0,14.0,49.0,26.0,120.0,40.0,638.63,13.19,8425.02,1.33,1.0,0.0,3.67,0.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.33,1.0,0.0,33
231549,atlas,release-0.8.1-rc1,True,16.0,4.0,3.0,0.0,0.0,129.0,0.43,0.0,4.0,663.0,37.0,482.0,170.0,1145.0,207.0,8809.04,52.45,462060.19,2.5,2.63,5.5,17.75,0.25,1.63,0.5,0.0,0.0,0.63,0.0,1.5,0.0,2.63,0.0,1.0,0.38,0.0,0.0,20.63,3.38,1.25,33
231550,atlas,release-0.8.1-rc1,False,8.0,6.0,5.0,0.0,0.0,223.0,0.1,0.0,10.0,1841.0,43.0,1301.0,271.0,3142.0,314.0,26061.7,103.22,2689980.8,4.67,1.62,8.33,11.05,0.71,2.95,1.57,0.05,0.24,0.1,0.62,1.86,1.14,3.05,0.95,0.43,0.05,0.0,0.0,15.24,1.86,0.1,33
231551,atlas,release-0.8.1-rc1,False,0.0,0.0,0.0,0.0,0.0,8.0,-1.0,1.0,0.0,1841.0,43.0,1301.0,271.0,3142.0,314.0,26061.7,103.22,2689980.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,33
231552,atlas,release-0.8.1-rc1,True,1.0,0.0,2.0,0.0,0.0,15.0,-1.0,1.0,2.0,39.0,13.0,32.0,18.0,71.0,31.0,351.75,11.56,4064.64,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.0,33
231553,atlas,release-0.8.1-rc1,True,1.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,1.0,39.0,13.0,32.0,18.0,71.0,31.0,351.75,11.56,4064.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
231554,atlas,release-0.8.1-rc1,False,3.0,1.0,7.0,0.0,0.0,58.0,0.63,1.0,3.0,273.0,24.0,218.0,77.0,491.0,101.0,3269.18,33.97,111067.27,1.14,1.57,0.71,5.14,0.14,0.14,0.71,0.0,0.0,0.14,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.0,0.0,7.57,1.0,0.29,33
231555,atlas,release-0.8.1-rc1,False,6.0,0.0,8.0,0.0,0.0,155.0,0.18,0.0,1.0,694.0,24.0,326.0,72.0,1020.0,96.0,6716.66,54.33,364938.62,1.0,2.7,4.6,12.7,0.0,0.2,0.5,0.0,0.2,0.7,0.0,1.5,0.0,0.5,0.0,0.9,0.0,0.0,0.0,9.6,1.3,1.5,33
