,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
592544,accumulo,1.6.1,False,1.0,1.0,0.0,0.0,0.0,3.0,-1.0,1.0,0.0,18.0,9.0,13.0,12.0,31.0,21.0,136.16,4.88,663.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592545,accumulo,1.6.1,True,55.0,55.0,0.0,0.0,0.0,63.0,-1.0,283.0,2.0,431.0,24.0,277.0,131.0,708.0,155.0,5151.5,25.37,130714.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592546,accumulo,1.6.1,False,2.0,0.0,12.0,0.0,1.0,126.0,0.23,1.0,1.0,603.0,41.0,341.0,97.0,944.0,138.0,6710.45,72.07,483601.86,1.09,3.18,2.36,8.64,0.55,1.09,0.64,0.27,1.36,0.09,0.82,0.55,1.09,1.55,0.36,0.82,0.0,0.0,0.0,11.0,1.09,0.0,2
592547,accumulo,1.6.1,False,3.0,0.0,11.0,0.0,1.0,155.0,0.15,4.0,3.0,690.0,36.0,387.0,68.0,1077.0,104.0,7216.37,102.44,739253.8,1.55,3.73,1.27,9.18,0.55,1.36,0.91,0.82,1.45,0.0,0.27,0.55,1.36,2.36,0.27,1.0,0.0,0.0,0.0,13.55,1.18,0.0,2
592548,accumulo,1.6.1,False,6.0,0.0,11.0,2.0,0.0,135.0,0.53,3.0,1.0,376.0,36.0,226.0,63.0,602.0,99.0,3990.87,64.57,257696.35,1.12,2.04,0.64,5.48,0.08,0.2,0.68,0.48,0.56,0.0,0.0,0.52,0.24,0.48,0.08,0.52,0.0,0.0,0.0,12.96,165.52,0.0,2
592549,accumulo,1.6.1,False,2.0,2.0,0.0,0.0,0.0,4.0,-1.0,6.0,0.0,51.0,12.0,52.0,37.0,103.0,49.0,578.32,8.43,4876.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592550,accumulo,1.6.1,False,2.0,1.0,3.0,0.0,2.0,20.0,0.0,1.0,2.0,125.0,19.0,100.0,46.0,225.0,65.0,1355.03,20.65,27984.37,3.0,1.5,4.5,6.5,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.5,1.0,0.0,2
592551,accumulo,1.6.1,False,2.0,2.0,1.0,0.0,2.0,19.0,0.0,3.0,2.0,158.0,20.0,123.0,60.0,281.0,80.0,1776.46,20.5,36417.47,5.0,2.0,11.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,2
592552,accumulo,1.6.1,False,18.0,15.0,17.0,2.0,1.0,135.0,0.17,2.0,15.0,1136.0,38.0,825.0,258.0,1961.0,296.0,16098.74,60.76,978091.93,2.15,2.38,3.08,7.46,1.08,0.62,0.62,0.08,0.69,0.15,0.0,0.31,0.08,1.15,0.0,0.69,0.08,0.0,0.0,8.85,3.62,0.08,2
592553,accumulo,1.6.1,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,1.0,1136.0,38.0,825.0,258.0,1961.0,296.0,16098.74,60.76,978091.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592554,accumulo,1.6.1,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,1.0,1136.0,38.0,825.0,258.0,1961.0,296.0,16098.74,60.76,978091.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592555,accumulo,1.6.1,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,1136.0,38.0,825.0,258.0,1961.0,296.0,16098.74,60.76,978091.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592556,accumulo,1.6.1,False,1.0,1.0,2.0,0.0,0.0,9.0,0.0,3.0,1.0,1136.0,38.0,825.0,258.0,1961.0,296.0,16098.74,60.76,978091.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592557,accumulo,1.6.1,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,1136.0,38.0,825.0,258.0,1961.0,296.0,16098.74,60.76,978091.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592558,accumulo,1.6.1,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,1136.0,38.0,825.0,258.0,1961.0,296.0,16098.74,60.76,978091.93,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2
592559,accumulo,1.6.1,False,1.0,1.0,3.0,2.0,0.0,27.0,0.0,1.0,0.0,144.0,25.0,84.0,44.0,228.0,69.0,1392.74,23.86,33235.93,1.0,2.0,3.33,8.0,0.0,0.33,2.0,0.33,0.0,0.33,0.0,0.0,0.67,0.33,0.0,0.33,0.0,0.0,0.0,8.33,1.0,0.0,2
592560,accumulo,1.6.1,False,1.0,1.0,0.0,0.0,0.0,3.0,-1.0,26.0,0.0,28.0,14.0,28.0,27.0,56.0,41.0,300.02,7.26,2177.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592561,accumulo,1.6.1,False,5.0,4.0,1.0,0.0,0.0,15.0,0.0,28.0,1.0,162.0,17.0,143.0,68.0,305.0,85.0,1954.86,17.88,34943.2,1.0,1.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2
592562,accumulo,1.6.1,False,2.0,2.0,3.0,0.0,0.0,77.0,0.67,0.0,5.0,827.0,23.0,488.0,143.0,1315.0,166.0,9698.18,39.24,380602.58,5.33,1.0,16.33,24.33,0.0,5.67,0.0,0.0,0.0,0.0,0.0,18.33,2.0,5.67,2.67,0.0,0.0,0.0,0.0,23.0,1.0,0.0,2
592563,accumulo,1.6.1,False,0.0,0.0,3.0,0.0,0.0,20.0,-1.0,0.0,1.0,98.0,21.0,57.0,36.0,155.0,57.0,904.1,16.63,15030.63,0.67,1.33,1.67,5.33,0.0,0.67,1.33,0.0,0.0,0.33,0.0,1.0,0.0,0.67,0.0,0.33,0.0,0.0,0.0,6.33,1.0,0.0,2
592564,accumulo,1.6.1,False,0.0,0.0,2.0,0.0,1.0,8.0,-1.0,1.0,0.0,98.0,21.0,57.0,36.0,155.0,57.0,904.1,16.63,15030.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592565,accumulo,1.6.1,True,11.0,1.0,47.0,0.0,1.0,1110.0,0.0,4.0,40.0,5939.0,53.0,4082.0,593.0,10021.0,646.0,93549.95,182.42,17065056.31,4.99,4.41,6.97,16.3,0.41,2.39,2.37,0.56,0.69,0.69,0.17,1.1,0.91,3.04,0.43,1.44,0.0,0.0,0.0,25.76,1.2,0.24,2
592566,accumulo,1.6.1,True,5.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,5939.0,53.0,4082.0,593.0,10021.0,646.0,93549.95,182.42,17065056.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592567,accumulo,1.6.1,True,2.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0,5939.0,53.0,4082.0,593.0,10021.0,646.0,93549.95,182.42,17065056.31,0.0,1.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2
592568,accumulo,1.6.1,False,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,4.0,0.0,15.0,10.0,15.0,14.0,30.0,24.0,137.55,5.36,736.87,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2
592569,accumulo,1.6.1,False,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,4.0,0.0,15.0,10.0,17.0,14.0,32.0,24.0,146.72,6.07,890.79,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2
592570,accumulo,1.6.1,False,10.0,2.0,11.0,0.0,0.0,140.0,0.14,0.0,7.0,701.0,36.0,510.0,145.0,1211.0,181.0,9082.31,63.31,575004.39,1.89,2.78,2.78,10.11,0.44,0.78,0.56,0.11,0.56,0.22,0.0,0.78,0.0,0.89,0.56,0.89,0.0,0.0,0.0,12.89,1.44,0.44,2
592571,accumulo,1.6.1,False,1.0,0.0,4.0,0.0,0.0,19.0,0.6,0.0,2.0,701.0,36.0,510.0,145.0,1211.0,181.0,9082.31,63.31,575004.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592572,accumulo,1.6.1,False,0.0,0.0,1.0,0.0,0.0,11.0,-1.0,0.0,1.0,701.0,36.0,510.0,145.0,1211.0,181.0,9082.31,63.31,575004.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
592573,accumulo,1.6.1,False,3.0,0.0,7.0,1.0,1.0,68.0,0.4,2.0,14.0,492.0,34.0,412.0,122.0,904.0,156.0,6586.0,57.41,378101.39,2.4,1.45,2.0,4.4,0.3,0.85,1.15,0.15,0.25,0.0,0.05,0.4,0.25,0.9,0.5,0.3,0.0,0.0,0.0,7.2,1.15,0.0,2
592574,accumulo,1.6.1,False,1.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,0.0,15.0,10.0,13.0,13.0,28.0,23.0,126.66,5.0,633.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
