,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
373908,calcite,rel/calcite-1.4.0-incubating,False,21.0,3.0,10.0,0.0,0.0,344.0,0.39,14.0,11.0,1541.0,45.0,962.0,210.0,2503.0,255.0,20009.87,103.07,2062445.54,1.46,2.88,1.63,7.63,1.04,1.04,1.25,0.25,0.92,0.0,0.5,0.04,1.88,2.38,0.88,0.75,0.0,0.0,0.0,8.71,3.13,0.0,53
373909,calcite,rel/calcite-1.4.0-incubating,False,6.0,0.0,0.0,0.0,0.0,139.0,0.33,1.0,2.0,1541.0,45.0,962.0,210.0,2503.0,255.0,20009.87,103.07,2062445.54,1.0,3.57,0.71,9.14,2.0,0.57,1.43,0.0,0.14,0.0,0.14,0.0,2.86,1.43,0.43,0.43,0.0,0.0,0.0,12.14,6.57,0.0,53
373910,calcite,rel/calcite-1.4.0-incubating,False,2.0,0.0,2.0,0.0,0.0,14.0,0.0,2.0,1.0,1541.0,45.0,962.0,210.0,2503.0,255.0,20009.87,103.07,2062445.54,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,53
373911,calcite,rel/calcite-1.4.0-incubating,False,3.0,0.0,9.0,0.0,0.0,43.0,0.33,0.0,7.0,221.0,16.0,192.0,62.0,413.0,78.0,2595.87,24.77,64310.61,2.13,1.0,0.75,5.13,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,5.0,1.0,0.0,53
373912,calcite,rel/calcite-1.4.0-incubating,True,26.0,0.0,102.0,0.0,0.0,659.0,0.21,4.0,15.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,1.42,1.12,0.81,5.0,0.69,0.54,1.19,0.04,0.08,0.0,0.04,0.08,0.08,0.73,0.31,0.12,0.15,0.0,0.0,6.23,2.19,0.0,53
373913,calcite,rel/calcite-1.4.0-incubating,True,3.0,0.0,5.0,0.0,0.0,34.0,0.33,8.0,1.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,1.0,0.8,0.6,2.4,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.6,0.8,0.0,53
373914,calcite,rel/calcite-1.4.0-incubating,True,0.0,0.0,0.0,8.0,0.0,27.0,-1.0,5.0,1.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,0.17,0.67,0.0,0.67,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,53
373915,calcite,rel/calcite-1.4.0-incubating,True,1.0,0.0,9.0,0.0,1.0,40.0,0.67,0.0,1.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,0.67,1.33,0.0,5.0,1.0,1.33,0.67,0.33,0.0,0.0,0.0,0.67,0.33,1.67,0.33,0.33,0.0,0.0,0.0,5.0,1.0,0.0,53
373916,calcite,rel/calcite-1.4.0-incubating,True,3.0,0.0,9.0,0.0,1.0,37.0,0.33,0.0,1.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,0.89,1.0,0.67,3.44,0.78,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,4.11,1.0,0.0,53
373917,calcite,rel/calcite-1.4.0-incubating,True,0.0,0.0,9.0,0.0,1.0,31.0,-1.0,0.0,1.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,0.25,1.0,0.0,2.75,0.13,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,1.0,0.0,53
373918,calcite,rel/calcite-1.4.0-incubating,True,2.0,0.0,9.0,0.0,1.0,59.0,0.33,0.0,4.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,1.75,1.0,1.25,4.25,0.75,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,5.75,1.0,0.0,53
373919,calcite,rel/calcite-1.4.0-incubating,True,0.0,0.0,9.0,0.0,1.0,31.0,-1.0,0.0,2.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,53
373920,calcite,rel/calcite-1.4.0-incubating,True,0.0,0.0,9.0,0.0,1.0,31.0,-1.0,0.0,2.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,0.5,1.0,0.0,2.75,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.0,0.0,53
373921,calcite,rel/calcite-1.4.0-incubating,True,1.0,0.0,9.0,0.0,1.0,38.0,0.67,0.0,2.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,0.71,1.0,0.57,3.57,1.0,0.57,1.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.29,0.0,0.0,0.0,0.0,4.86,1.0,0.0,53
373922,calcite,rel/calcite-1.4.0-incubating,True,4.0,0.0,12.0,0.0,1.0,151.0,0.23,2.0,3.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,1.57,3.0,0.71,9.71,1.57,3.43,2.29,0.14,0.43,0.0,1.14,0.86,3.0,3.71,3.86,0.43,0.0,0.0,0.0,11.57,4.43,0.0,53
373923,calcite,rel/calcite-1.4.0-incubating,True,10.0,0.0,13.0,0.0,0.0,77.0,0.23,1.0,2.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,1.17,1.17,0.33,3.5,0.67,0.0,0.33,0.0,0.17,0.0,0.0,0.17,0.5,0.5,0.0,0.17,0.0,0.0,0.0,3.17,0.83,0.0,53
373924,calcite,rel/calcite-1.4.0-incubating,True,4.0,0.0,5.0,0.0,0.0,25.0,0.4,0.0,2.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
373925,calcite,rel/calcite-1.4.0-incubating,True,3.0,0.0,5.0,0.0,0.0,28.0,0.4,0.0,1.0,2759.0,45.0,1661.0,218.0,4420.0,263.0,35532.02,171.43,6091378.39,1.0,2.0,1.5,5.5,1.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.5,0.0,0.0,0.0,5.0,1.0,0.0,53
373926,calcite,rel/calcite-1.4.0-incubating,True,1.0,0.0,4.0,0.0,0.0,63.0,0.67,2.0,12.0,374.0,27.0,317.0,99.0,691.0,126.0,4821.3,43.23,208411.67,4.0,1.0,1.75,4.25,0.75,1.0,1.75,0.0,0.0,0.0,0.25,0.25,0.0,1.25,0.25,0.0,0.0,0.0,0.0,9.0,1.25,0.0,53
373927,calcite,rel/calcite-1.4.0-incubating,True,0.0,0.0,1.0,0.0,0.0,9.0,-1.0,0.0,2.0,374.0,27.0,317.0,99.0,691.0,126.0,4821.3,43.23,208411.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
373928,calcite,rel/calcite-1.4.0-incubating,False,0.0,0.0,11.0,0.0,0.0,205.0,-1.0,0.0,8.0,1658.0,26.0,1199.0,156.0,2857.0,182.0,21449.77,99.92,2143189.45,5.91,1.45,5.91,17.55,0.0,3.45,0.0,0.45,0.0,0.0,0.09,3.0,16.18,4.36,0.09,0.36,0.0,0.0,0.0,15.91,1.0,0.0,53
373929,calcite,rel/calcite-1.4.0-incubating,False,6.0,6.0,1.0,0.0,0.0,19.0,0.0,3.0,5.0,92.0,21.0,74.0,42.0,166.0,63.0,992.23,18.5,18356.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
373930,calcite,rel/calcite-1.4.0-incubating,False,0.0,0.0,1.0,0.0,0.0,13.0,-1.0,0.0,4.0,125.0,13.0,94.0,34.0,219.0,47.0,1216.45,17.97,21860.41,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,53
373931,calcite,rel/calcite-1.4.0-incubating,False,0.0,0.0,0.0,6.0,0.0,16.0,-1.0,6.0,3.0,25.0,8.0,30.0,21.0,55.0,29.0,267.19,5.71,1526.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
373932,calcite,rel/calcite-1.4.0-incubating,False,5.0,0.0,26.0,0.0,1.0,279.0,0.07,32.0,18.0,1828.0,30.0,1360.0,224.0,3188.0,254.0,25467.93,91.07,2319400.47,4.95,2.52,5.18,9.66,1.18,1.7,2.16,0.45,0.36,0.0,0.05,0.57,0.52,2.39,0.05,0.84,0.02,0.0,0.0,10.8,1.98,0.0,53
373933,calcite,rel/calcite-1.4.0-incubating,False,0.0,0.0,0.0,2.0,2.0,5.0,-1.0,10.0,0.0,9.0,6.0,11.0,11.0,20.0,17.0,81.75,3.0,245.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
