,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
399553,activemq,activemq-5.1.0,False,10.0,5.0,0.0,0.0,3.0,128.0,0.67,0.0,1.0,860.0,38.0,604.0,190.0,1464.0,228.0,11467.35,60.4,692628.0,2.67,9.67,10.0,34.0,1.67,3.33,1.0,1.33,0.33,0.33,1.0,6.0,2.67,4.0,2.67,2.0,0.0,0.0,0.0,38.0,4.0,0.0,7
399554,activemq,activemq-5.1.0,False,10.0,5.0,0.0,0.0,3.0,111.0,0.67,0.0,2.0,821.0,37.0,565.0,187.0,1386.0,224.0,10820.99,55.9,604847.27,2.0,8.67,10.67,28.33,1.0,3.0,1.0,1.67,0.0,0.33,1.33,6.33,2.33,3.0,3.0,2.0,0.0,0.0,0.0,30.33,4.0,0.0,7
399555,activemq,activemq-5.1.0,False,1.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,0.0,222.0,30.0,162.0,97.0,384.0,127.0,2683.65,25.05,67229.71,0.0,3.0,6.0,20.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,20.0,4.0,0.0,7
399556,activemq,activemq-5.1.0,False,1.0,0.0,0.0,0.0,3.0,25.0,1.0,0.0,1.0,141.0,24.0,111.0,65.0,252.0,89.0,1631.88,20.49,33441.09,2.0,1.5,3.5,7.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,19.0,4.0,0.0,7
399557,activemq,activemq-5.1.0,False,3.0,0.0,2.0,0.0,3.0,101.0,0.4,0.0,1.0,639.0,35.0,430.0,164.0,1069.0,199.0,8163.55,45.88,374577.6,2.2,3.8,8.4,14.2,0.4,2.8,1.2,1.0,0.0,0.2,0.6,4.0,1.4,3.0,1.0,1.4,0.0,0.0,0.0,25.2,2.8,0.0,7
399558,activemq,activemq-5.1.0,False,5.0,0.0,0.0,1.0,3.0,119.0,0.67,0.0,1.0,965.0,41.0,658.0,190.0,1623.0,231.0,12743.39,70.99,904713.53,1.0,7.67,6.33,28.0,1.67,5.0,0.67,1.67,0.67,0.0,1.0,9.67,4.67,6.33,1.33,0.67,0.0,0.0,0.0,13.0,5.33,0.0,7
399559,activemq,activemq-5.1.0,False,2.0,0.0,5.0,0.0,2.0,90.0,0.43,2.0,3.0,467.0,37.0,294.0,122.0,761.0,159.0,5565.1,44.58,248103.28,2.8,3.2,2.4,12.8,0.6,1.0,1.0,0.0,0.2,0.2,0.0,1.6,0.8,2.6,0.0,0.6,0.0,0.0,0.0,13.8,3.8,0.0,7
399560,activemq,activemq-5.1.0,False,2.0,0.0,0.0,0.0,3.0,95.0,0.5,0.0,1.0,452.0,36.0,314.0,144.0,766.0,180.0,5738.76,39.25,225246.31,1.75,3.5,7.5,17.75,0.5,2.0,1.25,0.5,0.0,0.5,0.25,2.5,0.75,2.75,1.0,1.75,0.0,0.0,0.0,28.75,4.0,0.0,7
399561,activemq,activemq-5.1.0,True,4.0,1.0,4.0,0.0,2.0,97.0,0.43,0.0,2.0,411.0,37.0,285.0,131.0,696.0,168.0,5145.05,40.25,207078.56,1.0,2.0,2.86,10.43,0.29,0.71,0.43,0.43,0.0,0.43,0.0,0.29,0.43,1.0,0.29,1.14,0.14,0.0,0.0,17.43,2.29,0.0,7
399562,activemq,activemq-5.1.0,False,3.0,0.0,0.0,1.0,2.0,109.0,0.0,0.0,0.0,355.0,32.0,224.0,81.0,579.0,113.0,3948.88,44.25,174725.91,1.73,2.36,3.0,9.18,1.09,0.55,0.91,0.09,0.82,0.18,0.09,0.91,0.18,1.27,0.18,0.73,0.0,0.0,0.0,21.27,4.0,0.0,7
399563,activemq,activemq-5.1.0,False,4.0,1.0,2.0,4.0,1.0,83.0,0.0,0.0,2.0,268.0,29.0,148.0,59.0,416.0,88.0,2687.12,36.37,97738.43,0.83,2.5,2.83,8.67,0.17,0.67,0.83,0.17,0.0,0.0,0.0,1.5,1.0,1.67,0.33,0.83,0.0,0.0,0.0,14.0,173.0,0.0,7
399564,activemq,activemq-5.1.0,False,3.0,1.0,0.0,5.0,2.0,92.0,0.0,0.0,0.0,257.0,30.0,150.0,63.0,407.0,93.0,2661.44,35.71,95051.34,0.67,2.0,2.0,6.78,0.44,0.11,0.67,0.0,0.44,0.22,0.11,0.44,0.22,0.56,0.0,0.67,0.0,0.0,0.0,22.56,4.0,0.0,7
399565,activemq,activemq-5.1.0,False,0.0,0.0,0.0,1.0,0.0,9.0,-1.0,1.0,1.0,26.0,10.0,27.0,20.0,53.0,30.0,260.07,6.75,1755.44,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7
399566,activemq,activemq-5.1.0,False,1.0,0.0,1.0,6.0,1.0,20.0,1.0,0.0,1.0,47.0,14.0,44.0,24.0,91.0,38.0,477.56,12.83,6128.7,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,7
399567,activemq,activemq-5.1.0,False,2.0,0.0,6.0,0.0,2.0,99.0,0.22,0.0,2.0,257.0,24.0,189.0,69.0,446.0,93.0,2916.46,32.87,95862.93,2.0,1.3,2.5,5.4,0.9,1.1,1.2,0.1,0.0,0.0,0.1,0.4,0.2,1.5,0.2,0.1,0.0,0.0,0.0,19.8,2.5,0.0,7
399568,activemq,activemq-5.1.0,False,0.0,0.0,2.0,0.0,2.0,45.0,-1.0,0.0,1.0,144.0,22.0,90.0,41.0,234.0,63.0,1398.68,24.15,33773.09,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,7
399569,activemq,activemq-5.1.0,False,3.0,1.0,2.0,0.0,2.0,96.0,0.4,2.0,1.0,349.0,29.0,265.0,87.0,614.0,116.0,4210.8,44.17,185977.01,0.67,3.17,6.67,12.83,0.83,3.17,2.0,0.83,0.33,0.0,0.17,0.17,1.0,4.5,0.17,1.33,0.0,0.0,0.0,35.83,3.5,0.0,7
399570,activemq,activemq-5.1.0,False,3.0,2.0,6.0,0.0,2.0,103.0,0.22,1.0,0.0,320.0,29.0,211.0,71.0,531.0,100.0,3527.89,43.09,152022.14,0.56,1.78,2.11,5.78,0.67,1.11,0.89,0.11,0.11,0.0,0.0,1.22,0.33,1.78,0.56,0.22,0.0,0.0,0.0,26.67,2.0,0.0,7
399571,activemq,activemq-5.1.0,False,0.0,0.0,1.0,0.0,3.0,85.0,-1.0,0.0,2.0,340.0,29.0,179.0,63.0,519.0,92.0,3385.73,41.2,139486.65,0.25,3.75,6.75,12.75,2.25,2.25,2.0,0.75,0.5,0.25,1.25,0.25,0.0,2.25,0.0,1.75,0.0,0.0,0.0,27.75,4.0,0.0,7
399572,activemq,activemq-5.1.0,False,0.0,0.0,1.0,0.0,2.0,223.0,-1.0,0.0,9.0,1254.0,36.0,730.0,150.0,1984.0,186.0,14957.69,87.6,1310293.74,2.68,3.38,8.32,14.29,0.99,2.67,1.0,0.59,1.09,0.0,0.69,5.84,0.4,2.87,4.85,1.39,0.0,0.0,0.0,23.38,3.97,0.0,7
399573,activemq,activemq-5.1.0,False,2.0,0.0,5.0,0.0,2.0,72.0,0.0,0.0,0.0,222.0,24.0,153.0,64.0,375.0,88.0,2422.29,28.69,69489.35,0.5,1.0,1.13,3.75,0.38,0.38,0.88,0.0,0.0,0.0,0.0,0.13,0.0,0.88,0.0,0.0,0.0,0.0,0.0,21.13,1.75,0.0,7
399574,activemq,activemq-5.1.0,False,2.0,0.0,4.0,1.0,1.0,75.0,0.0,0.0,1.0,238.0,24.0,168.0,46.0,406.0,70.0,2488.49,43.83,109060.73,1.5,2.0,3.5,6.5,1.17,1.0,1.17,0.33,0.33,0.17,0.0,0.0,0.0,1.17,0.0,0.5,0.0,0.0,0.0,21.5,2.0,0.0,7
399575,activemq,activemq-5.1.0,False,1.0,0.0,0.0,4.0,0.0,17.0,-1.0,9.0,0.0,25.0,10.0,30.0,20.0,55.0,30.0,269.88,7.5,2024.09,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,7
