,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
781653,activemq-artemis,1.3.0,False,0.0,0.0,4.0,0.0,0.0,94.0,-1.0,3.0,1.0,540.0,29.0,326.0,101.0,866.0,130.0,6081.37,46.8,284620.18,0.63,5.13,8.63,18.38,0.75,3.0,2.25,0.75,1.88,0.38,0.0,3.5,0.0,3.25,0.0,1.25,0.25,0.0,0.0,17.88,8.0,0.0,11
781654,activemq-artemis,1.3.0,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,17.0,8.0,14.0,12.0,31.0,20.0,133.98,4.67,625.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
781655,activemq-artemis,1.3.0,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,17.0,8.0,14.0,12.0,31.0,20.0,133.98,4.67,625.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
781656,activemq-artemis,1.3.0,True,0.0,0.0,6.0,0.0,0.0,81.0,-1.0,4.0,18.0,679.0,35.0,500.0,132.0,1179.0,167.0,8705.39,66.29,577061.66,3.08,2.25,5.83,9.5,1.33,1.0,2.0,0.25,0.42,0.17,0.0,2.0,0.25,1.25,0.5,0.67,0.0,0.0,0.0,14.5,9.17,0.0,11
781657,activemq-artemis,1.3.0,False,3.0,3.0,3.0,0.0,0.0,16.0,0.0,20.0,0.0,71.0,14.0,51.0,18.0,122.0,32.0,610.0,19.83,12098.33,0.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,11
781658,activemq-artemis,1.3.0,False,0.0,0.0,1.0,0.0,3.0,10.0,-1.0,1.0,2.0,70.0,15.0,65.0,47.0,135.0,62.0,803.82,10.37,8337.46,4.0,1.0,5.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,11
781659,activemq-artemis,1.3.0,False,0.0,0.0,1.0,0.0,3.0,10.0,-1.0,1.0,2.0,68.0,13.0,61.0,44.0,129.0,57.0,752.44,9.01,6780.54,4.0,1.0,5.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,11
781660,activemq-artemis,1.3.0,False,4.0,0.0,5.0,3.0,1.0,44.0,0.6,0.0,1.0,196.0,22.0,113.0,51.0,309.0,73.0,1912.66,24.37,46616.3,0.2,2.4,1.4,7.6,0.8,0.0,0.6,0.0,1.4,0.0,0.0,1.8,0.0,1.6,0.0,1.0,0.0,0.0,0.0,5.4,1.0,0.0,11
781661,activemq-artemis,1.3.0,False,1.0,0.0,1.0,0.0,3.0,33.0,0.0,1.0,4.0,218.0,29.0,175.0,92.0,393.0,121.0,2719.11,27.58,74997.28,6.0,5.0,14.0,30.0,1.0,7.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,10.0,1.0,3.0,0.0,0.0,0.0,33.0,1.0,0.0,11
781662,activemq-artemis,1.3.0,True,7.0,1.0,1.0,3.0,2.0,108.0,0.5,2.0,6.0,601.0,33.0,389.0,149.0,990.0,182.0,7432.72,43.08,320180.48,1.75,3.0,4.38,12.0,0.63,1.0,0.75,0.25,1.25,0.13,0.0,2.5,0.0,2.0,1.0,1.88,0.0,0.0,0.0,11.25,5.63,0.25,11
