,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
320199,asterixdb,asterix-0.8.3,False,0.0,0.0,1.0,10.0,0.0,3.0,-1.0,0.0,0.0,19.0,7.0,22.0,16.0,41.0,23.0,185.47,4.81,892.56,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,27
320200,asterixdb,asterix-0.8.3,False,0.0,0.0,1.0,0.0,1.0,8.0,-1.0,0.0,1.0,65.0,19.0,54.0,32.0,119.0,51.0,675.02,16.03,10821.39,2.0,3.0,3.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,27
320201,asterixdb,asterix-0.8.3,False,0.0,0.0,1.0,0.0,1.0,11.0,-1.0,0.0,1.0,84.0,20.0,66.0,37.0,150.0,57.0,874.93,17.84,15606.92,2.0,3.0,5.0,9.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,27
320202,asterixdb,asterix-0.8.3,False,0.0,0.0,1.0,0.0,1.0,8.0,-1.0,0.0,1.0,65.0,19.0,54.0,32.0,119.0,51.0,675.02,16.03,10821.39,2.0,3.0,3.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,27
320203,asterixdb,asterix-0.8.3,False,0.0,0.0,1.0,0.0,1.0,9.0,-1.0,0.0,1.0,79.0,19.0,65.0,33.0,144.0,52.0,820.86,18.71,15360.09,3.0,3.0,3.0,7.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,27
320204,asterixdb,asterix-0.8.3,False,0.0,0.0,1.0,0.0,1.0,7.0,-1.0,0.0,1.0,42.0,11.0,39.0,22.0,81.0,33.0,408.6,9.75,3983.81,2.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,27
320205,asterixdb,asterix-0.8.3,False,0.0,0.0,1.0,0.0,1.0,7.0,-1.0,0.0,1.0,42.0,11.0,39.0,22.0,81.0,33.0,408.6,9.75,3983.81,2.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,27
320206,asterixdb,asterix-0.8.3,False,0.0,0.0,1.0,0.0,1.0,8.0,-1.0,0.0,1.0,55.0,14.0,42.0,22.0,97.0,36.0,501.48,13.36,6701.63,2.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,27
320207,asterixdb,asterix-0.8.3,False,0.0,0.0,1.0,0.0,1.0,9.0,-1.0,0.0,1.0,69.0,14.0,53.0,23.0,122.0,37.0,635.55,16.13,10251.75,3.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,27
320208,asterixdb,asterix-0.8.3,False,0.0,0.0,1.0,0.0,1.0,10.0,-1.0,0.0,1.0,65.0,17.0,49.0,25.0,114.0,42.0,614.72,16.66,10241.3,2.0,3.0,3.0,8.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,27
320209,asterixdb,asterix-0.8.3,False,0.0,0.0,1.0,0.0,1.0,8.0,-1.0,0.0,1.0,61.0,18.0,53.0,31.0,114.0,49.0,640.08,15.39,9848.93,2.0,3.0,2.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,27
320210,asterixdb,asterix-0.8.3,False,0.0,0.0,6.0,5.0,0.0,8.0,-1.0,1.0,0.0,34.0,8.0,24.0,20.0,58.0,28.0,278.83,4.8,1338.37,0.17,1.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.0,0.0,27
320211,asterixdb,asterix-0.8.3,False,1.0,0.0,7.0,0.0,1.0,37.0,0.29,0.0,0.0,231.0,28.0,93.0,37.0,324.0,65.0,1951.25,35.19,68662.81,0.17,1.5,0.67,5.17,1.17,0.17,0.5,0.0,0.33,0.0,0.17,1.5,0.17,0.33,0.33,0.33,0.0,0.0,0.0,6.33,1.0,0.0,27
320212,asterixdb,asterix-0.8.3,False,1.0,0.0,8.0,0.0,1.0,39.0,0.25,1.0,0.0,160.0,21.0,72.0,32.0,232.0,53.0,1328.88,23.63,31394.73,0.29,1.43,0.57,4.71,1.29,0.14,0.29,0.0,0.29,0.0,0.14,0.57,0.0,0.14,0.0,0.29,0.0,0.0,0.0,4.86,1.0,0.0,27
320213,asterixdb,asterix-0.8.3,False,0.0,0.0,6.0,0.0,1.0,28.0,-1.0,0.0,0.0,159.0,26.0,67.0,35.0,226.0,61.0,1340.35,24.89,33355.48,0.33,1.33,0.33,4.33,1.33,0.17,0.33,0.0,0.17,0.0,0.0,1.33,0.17,0.17,0.17,0.17,0.0,0.0,0.0,4.83,1.0,0.0,27
320214,asterixdb,asterix-0.8.3,False,0.0,0.0,6.0,0.0,1.0,26.0,-1.0,0.0,0.0,100.0,17.0,48.0,29.0,148.0,46.0,817.49,14.07,11501.2,0.33,1.33,0.33,4.0,1.33,0.17,0.33,0.0,0.17,0.0,0.0,0.67,0.17,0.17,0.0,0.17,0.0,0.0,0.0,3.83,1.0,0.0,27
320215,asterixdb,asterix-0.8.3,False,1.0,0.0,8.0,0.0,1.0,39.0,0.25,0.0,0.0,178.0,23.0,83.0,37.0,261.0,60.0,1541.7,25.8,39771.65,0.29,1.43,0.57,4.71,1.29,0.14,0.29,0.0,0.14,0.0,0.14,1.0,0.14,0.14,0.14,0.29,0.0,0.0,0.0,4.71,1.0,0.0,27
320216,asterixdb,asterix-0.8.3,False,2.0,0.0,6.0,0.0,0.0,154.0,0.2,2.0,3.0,940.0,44.0,542.0,149.0,1482.0,193.0,11252.02,80.03,900463.77,1.05,2.37,4.16,9.95,0.84,2.11,0.84,0.58,0.79,0.0,0.26,1.74,1.53,2.63,0.21,0.95,0.0,0.0,0.0,10.95,6.42,0.05,27
