,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
735794,archiva,archiva-1.2.2,False,1.0,0.0,3.0,2.0,0.0,19.0,0.0,0.0,0.0,96.0,20.0,83.0,44.0,179.0,64.0,1074.0,18.86,20259.55,0.67,1.33,1.0,4.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,1.0,1.0,0.33,1.0,0.33,0.0,0.0,0.0,8.33,1.0,0.0,21
735795,archiva,archiva-1.2.2,False,12.0,3.0,2.0,0.0,0.0,135.0,0.0,1.0,6.0,950.0,34.0,672.0,213.0,1622.0,247.0,12892.25,53.63,691460.48,2.22,2.22,6.33,11.33,0.56,2.22,0.67,0.22,0.22,0.22,0.0,2.67,0.11,2.44,0.56,0.78,0.0,0.0,0.0,17.11,2.78,0.0,21
735796,archiva,archiva-1.2.2,False,8.0,0.0,0.0,0.0,0.0,10.0,-1.0,1.0,0.0,950.0,34.0,672.0,213.0,1622.0,247.0,12892.25,53.63,691460.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
735797,archiva,archiva-1.2.2,False,3.0,0.0,6.0,0.0,1.0,46.0,0.83,0.0,0.0,141.0,17.0,71.0,35.0,212.0,52.0,1208.49,17.24,20837.88,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,21
735798,archiva,archiva-1.2.2,False,5.0,0.0,8.0,0.0,1.0,56.0,0.63,0.0,1.0,98.0,14.0,98.0,39.0,196.0,53.0,1122.67,17.59,19747.52,0.43,1.29,0.86,4.71,0.71,0.29,0.43,0.0,0.14,0.14,0.0,0.29,0.0,0.43,0.29,0.29,0.0,0.0,0.0,6.0,1.0,0.0,21
735799,archiva,archiva-1.2.2,False,3.0,0.0,7.0,0.0,0.0,46.0,0.0,2.0,1.0,214.0,29.0,148.0,55.0,362.0,84.0,2314.02,39.02,90288.81,1.67,1.58,1.33,6.0,0.58,0.75,1.58,0.5,0.0,0.08,0.0,0.17,1.25,1.17,0.08,0.58,0.0,0.0,0.0,7.83,3.0,0.0,21
735800,archiva,archiva-1.2.2,False,2.0,0.0,8.0,0.0,0.0,198.0,0.22,8.0,1.0,790.0,38.0,463.0,113.0,1253.0,151.0,9069.72,77.85,706073.78,1.63,3.38,6.25,16.63,1.63,3.13,1.38,0.5,0.25,0.63,0.25,2.38,0.5,4.13,1.25,1.5,0.0,0.0,0.0,25.0,1.13,0.5,21
735801,archiva,archiva-1.2.2,False,1.0,0.0,2.0,0.0,0.0,19.0,0.0,2.0,1.0,94.0,25.0,52.0,24.0,146.0,49.0,819.75,27.08,22201.5,1.0,1.5,1.0,6.0,1.0,2.0,1.0,0.5,0.0,0.0,0.5,0.0,3.0,3.0,1.0,0.5,0.0,0.0,0.0,5.0,9.0,0.0,21
735802,archiva,archiva-1.2.2,False,0.0,0.0,3.0,0.0,0.0,22.0,-1.0,0.0,0.0,121.0,15.0,66.0,33.0,187.0,48.0,1044.39,15.0,15665.82,1.0,1.33,2.33,5.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,10.0,1.0,0.0,21
735803,archiva,archiva-1.2.2,False,1.0,0.0,5.0,0.0,1.0,48.0,1.0,0.0,1.0,329.0,23.0,241.0,81.0,570.0,104.0,3819.25,34.22,130679.67,1.4,1.0,4.0,8.2,0.0,2.6,0.0,0.0,0.0,0.0,0.4,3.6,1.6,2.6,0.6,0.0,0.0,0.0,0.0,15.4,1.0,0.0,21
735804,archiva,archiva-1.2.2,False,3.0,0.0,15.0,0.0,1.0,146.0,0.47,0.0,1.0,979.0,30.0,682.0,128.0,1661.0,158.0,12131.58,79.92,969578.61,1.95,1.32,4.11,8.21,0.21,3.37,0.42,0.0,0.0,0.11,0.0,3.0,0.0,3.42,0.79,0.21,0.0,0.0,0.0,24.26,1.21,0.0,21
735805,archiva,archiva-1.2.2,False,1.0,0.0,3.0,2.0,0.0,36.0,0.0,0.0,0.0,159.0,23.0,90.0,46.0,249.0,69.0,1521.02,22.5,34223.01,0.67,2.67,3.67,9.67,1.0,1.33,0.33,0.0,1.67,0.0,0.0,2.0,0.0,2.0,1.0,1.67,0.0,0.0,0.0,11.0,1.0,0.0,21
735806,archiva,archiva-1.2.2,False,0.0,0.0,7.0,0.0,0.0,75.0,-1.0,0.0,1.0,570.0,16.0,376.0,50.0,946.0,66.0,5718.0,60.16,343994.69,1.7,1.0,3.2,6.9,0.0,2.1,0.6,0.0,0.0,0.0,0.0,3.7,0.0,2.1,0.0,0.0,0.0,0.0,0.0,15.2,1.3,0.0,21
735807,archiva,archiva-1.2.2,False,0.0,0.0,2.0,0.0,0.0,22.0,-1.0,0.0,1.0,141.0,15.0,134.0,62.0,275.0,77.0,1723.37,16.21,27935.21,1.0,1.0,2.0,5.33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.33,0.0,21
735808,archiva,archiva-1.2.2,False,0.0,0.0,4.0,0.0,0.0,38.0,-1.0,0.0,1.0,282.0,20.0,142.0,48.0,424.0,68.0,2581.08,29.58,76357.08,1.0,2.0,5.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,1.5,0.5,0.0,0.0,0.0,13.5,1.0,0.0,21
735809,archiva,archiva-1.2.2,False,0.0,0.0,2.0,0.0,0.0,34.0,-1.0,1.0,1.0,118.0,23.0,92.0,39.0,210.0,62.0,1250.38,27.13,33920.6,1.0,2.4,2.4,6.6,1.0,0.8,1.6,0.0,0.6,0.0,0.0,1.6,0.0,1.6,0.8,0.8,0.0,0.0,0.0,44.8,9.2,0.0,21
735810,archiva,archiva-1.2.2,False,0.0,0.0,2.0,0.0,0.0,41.0,-1.0,0.0,1.0,785.0,23.0,398.0,67.0,1183.0,90.0,7679.86,68.31,524637.75,1.0,1.5,2.75,8.75,0.0,1.0,1.0,0.5,0.0,0.0,0.0,26.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,6.0,1.5,0.0,21
735811,archiva,archiva-1.2.2,False,0.0,0.0,7.0,0.0,0.0,35.0,-1.0,0.0,1.0,279.0,13.0,163.0,56.0,442.0,69.0,2699.97,18.92,51082.43,1.0,1.0,2.71,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86,1.0,0.0,21
735812,archiva,archiva-1.2.2,False,1.0,0.0,11.0,0.0,0.0,48.0,0.45,8.0,1.0,195.0,21.0,114.0,39.0,309.0,60.0,1825.23,30.69,56020.5,0.67,1.0,0.83,3.17,0.17,0.0,0.83,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.17,0.0,0.0,0.0,0.0,6.0,1.0,0.0,21
735813,archiva,archiva-1.2.2,False,0.0,0.0,4.0,0.0,0.0,73.0,-1.0,3.0,1.0,350.0,25.0,212.0,66.0,562.0,91.0,3657.38,40.15,146849.37,0.94,2.12,1.82,13.65,0.94,4.71,1.82,0.0,0.0,0.0,0.47,1.35,2.53,5.65,1.88,0.35,0.0,0.0,0.0,10.94,9.06,0.0,21
735814,archiva,archiva-1.2.2,False,0.0,0.0,4.0,0.0,0.0,52.0,-1.0,8.0,0.0,213.0,25.0,115.0,47.0,328.0,72.0,2023.74,30.59,61896.16,0.5,2.75,3.75,8.5,2.0,0.5,1.5,0.0,0.0,0.25,0.0,2.0,1.0,0.75,1.25,1.0,0.0,0.0,0.0,17.25,9.0,0.0,21
735815,archiva,archiva-1.2.2,False,1.0,0.0,21.0,0.0,0.0,84.0,0.1,0.0,0.0,335.0,21.0,199.0,48.0,534.0,69.0,3261.95,43.53,141996.85,0.07,1.17,1.1,3.48,0.45,0.0,1.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,2.55,1.0,0.69,21
735816,archiva,archiva-1.2.2,False,2.0,0.0,4.0,0.0,0.0,137.0,0.33,9.0,1.0,629.0,30.0,343.0,100.0,972.0,130.0,6825.74,51.45,351184.4,0.2,6.6,4.0,25.2,3.0,4.0,1.4,0.4,2.4,0.0,0.0,4.8,3.0,5.4,0.6,1.8,0.0,0.0,0.0,8.8,3.0,0.0,21
735817,archiva,archiva-1.2.2,False,6.0,4.0,7.0,0.0,0.0,91.0,0.29,20.0,1.0,539.0,35.0,255.0,85.0,794.0,120.0,5484.07,52.5,287913.73,0.29,2.29,2.86,8.71,1.71,1.57,1.0,0.14,0.14,0.0,0.29,0.14,1.0,1.71,0.29,1.0,0.0,0.0,0.0,20.0,9.0,0.0,21
735818,archiva,archiva-1.2.2,False,0.0,0.0,2.0,0.0,0.0,12.0,-1.0,0.0,0.0,27.0,9.0,22.0,14.0,49.0,23.0,221.65,7.07,1567.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
735819,archiva,archiva-1.2.2,False,1.0,0.0,0.0,1.0,0.0,38.0,-1.0,84.0,1.0,48.0,11.0,43.0,29.0,91.0,40.0,484.3,8.16,3949.51,0.67,0.83,0.0,0.83,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,21
735820,archiva,archiva-1.2.2,False,3.0,2.0,4.0,0.0,0.0,37.0,0.0,6.0,1.0,115.0,21.0,51.0,26.0,166.0,47.0,922.06,20.6,18990.93,0.33,2.33,0.33,8.33,2.33,1.0,0.33,0.0,1.33,0.0,0.0,0.0,0.67,1.33,0.67,0.33,0.0,0.0,0.0,6.67,1.0,0.0,21
735821,archiva,archiva-1.2.2,False,0.0,0.0,1.0,0.0,0.0,10.0,-1.0,5.0,1.0,13.0,8.0,11.0,11.0,24.0,19.0,101.95,4.0,407.8,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,21
735822,archiva,archiva-1.2.2,False,0.0,0.0,5.0,0.0,0.0,30.0,-1.0,13.0,1.0,113.0,18.0,56.0,26.0,169.0,44.0,922.64,19.38,17885.1,0.83,1.33,1.17,4.0,1.33,0.0,1.17,0.0,0.17,0.0,0.0,0.83,0.17,0.0,0.0,0.17,0.0,0.0,0.0,6.83,9.17,0.0,21
735823,archiva,archiva-1.2.2,False,0.0,0.0,1.0,0.0,0.0,8.0,-1.0,0.0,0.0,19.0,9.0,17.0,14.0,36.0,23.0,162.85,5.46,889.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
735824,archiva,archiva-1.2.2,False,11.0,0.0,11.0,0.0,1.0,412.0,0.0,1.0,7.0,2112.0,44.0,1215.0,323.0,3327.0,367.0,28344.83,82.76,2345688.24,1.92,4.23,5.77,13.77,1.0,1.35,0.88,0.46,0.69,0.15,0.15,2.77,0.12,2.19,0.5,1.04,0.0,0.0,0.0,13.58,5.27,0.23,21
735825,archiva,archiva-1.2.2,False,0.0,0.0,1.0,0.0,0.0,8.0,-1.0,0.0,0.0,17.0,8.0,14.0,12.0,31.0,20.0,133.98,4.67,625.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
735826,archiva,archiva-1.2.2,False,1.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,46.0,13.0,36.0,17.0,82.0,30.0,402.37,13.76,5538.44,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,21
735827,archiva,archiva-1.2.2,False,3.0,0.0,2.0,0.0,0.0,79.0,0.0,1.0,2.0,471.0,25.0,319.0,112.0,790.0,137.0,5607.45,35.6,199640.07,2.83,2.83,11.17,20.67,0.33,6.0,2.0,0.83,0.5,0.0,0.0,7.0,0.0,6.0,2.17,1.5,0.0,0.0,0.0,22.33,1.33,0.0,21
735828,archiva,archiva-1.2.2,True,8.0,5.0,7.0,0.0,0.0,116.0,0.38,20.0,1.0,275.0,25.0,218.0,85.0,493.0,110.0,3343.21,32.06,107179.39,2.63,3.0,4.5,10.88,0.88,1.38,1.38,0.38,0.38,0.13,0.13,0.63,0.0,2.13,0.63,1.13,0.0,0.0,0.0,18.63,5.13,0.0,21
