,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
397564,activemq,activemq-5.0.0,False,3.0,1.0,1.0,4.0,1.0,79.0,0.0,0.0,2.0,257.0,28.0,142.0,58.0,399.0,86.0,2564.08,34.28,87886.04,0.8,2.8,3.4,9.8,0.2,0.8,0.8,0.2,0.0,0.0,0.0,1.8,1.2,1.8,0.4,1.0,0.0,0.0,0.0,16.0,207.4,0.0,6
397565,activemq,activemq-5.0.0,False,10.0,5.0,0.0,0.0,3.0,128.0,0.67,0.0,2.0,866.0,38.0,611.0,191.0,1477.0,229.0,11578.5,60.78,703742.69,2.67,9.67,10.0,34.0,1.67,3.33,1.0,1.33,0.33,0.33,1.0,6.0,2.67,4.0,2.67,2.0,0.0,0.0,0.0,38.0,4.0,0.0,6
397566,activemq,activemq-5.0.0,False,10.0,5.0,0.0,0.0,3.0,111.0,0.67,0.0,3.0,827.0,37.0,572.0,188.0,1399.0,225.0,10931.48,56.29,615302.77,2.0,8.67,10.67,28.33,1.0,3.0,1.0,1.67,0.0,0.33,1.33,6.33,2.33,3.0,3.0,2.0,0.0,0.0,0.0,30.33,4.0,0.0,6
397567,activemq,activemq-5.0.0,False,0.0,0.0,0.0,1.0,0.0,8.0,-1.0,0.0,0.0,17.0,10.0,18.0,17.0,35.0,27.0,166.42,5.29,881.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6
397568,activemq,activemq-5.0.0,False,1.0,0.0,0.0,0.0,3.0,25.0,1.0,0.0,2.0,147.0,24.0,118.0,67.0,265.0,91.0,1724.57,21.13,36447.54,2.0,1.5,3.5,7.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,19.0,4.0,0.0,6
397569,activemq,activemq-5.0.0,False,5.0,0.0,0.0,1.0,3.0,119.0,0.67,0.0,2.0,971.0,41.0,665.0,191.0,1636.0,232.0,12855.66,71.37,917564.1,1.0,7.67,6.33,28.0,1.67,5.0,0.67,1.67,0.67,0.0,1.0,9.67,4.67,6.33,1.33,0.67,0.0,0.0,0.0,13.0,5.33,0.0,6
397570,activemq,activemq-5.0.0,False,2.0,0.0,5.0,0.0,2.0,83.0,0.43,2.0,2.0,456.0,36.0,285.0,119.0,741.0,155.0,5391.61,43.11,232428.15,2.8,3.0,2.0,11.4,0.6,0.6,1.0,0.0,0.0,0.2,0.0,1.6,0.8,0.8,0.0,0.6,0.0,0.0,0.0,13.0,3.8,0.0,6
397571,activemq,activemq-5.0.0,False,2.0,0.0,0.0,0.0,3.0,95.0,0.5,0.0,2.0,458.0,36.0,321.0,145.0,779.0,181.0,5842.38,39.85,232808.77,1.75,3.5,7.5,17.75,0.5,2.0,1.25,0.5,0.0,0.5,0.25,2.5,0.75,2.75,1.0,1.75,0.0,0.0,0.0,28.75,4.0,0.0,6
397572,activemq,activemq-5.0.0,False,3.0,0.0,0.0,1.0,2.0,109.0,0.0,0.0,1.0,361.0,32.0,231.0,82.0,592.0,114.0,4045.07,45.07,182324.17,1.73,2.36,3.0,9.18,1.09,0.55,0.91,0.09,0.82,0.18,0.09,0.91,0.18,1.27,0.18,0.73,0.0,0.0,0.0,21.27,4.0,0.0,6
397573,activemq,activemq-5.0.0,False,3.0,1.0,0.0,5.0,2.0,92.0,0.0,0.0,1.0,263.0,30.0,157.0,64.0,420.0,94.0,2752.93,36.8,101299.12,0.67,2.0,2.0,6.78,0.44,0.11,0.67,0.0,0.44,0.22,0.11,0.44,0.22,0.56,0.0,0.67,0.0,0.0,0.0,22.56,4.0,0.0,6
397574,activemq,activemq-5.0.0,False,1.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,0.0,222.0,30.0,162.0,97.0,384.0,127.0,2683.65,25.05,67229.71,0.0,3.0,6.0,20.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,20.0,4.0,0.0,6
397575,activemq,activemq-5.0.0,False,3.0,0.0,2.0,0.0,3.0,101.0,0.4,0.0,2.0,645.0,35.0,437.0,165.0,1082.0,200.0,8270.65,46.35,383332.21,2.2,3.8,8.4,14.2,0.4,2.8,1.2,1.0,0.0,0.2,0.6,4.0,1.4,3.0,1.0,1.4,0.0,0.0,0.0,25.2,2.8,0.0,6
397576,activemq,activemq-5.0.0,False,4.0,1.0,4.0,0.0,2.0,97.0,0.43,0.0,3.0,417.0,37.0,292.0,132.0,709.0,169.0,5247.22,40.92,214738.65,1.0,2.0,2.86,10.43,0.29,0.71,0.43,0.43,0.0,0.43,0.0,0.29,0.43,1.0,0.29,1.14,0.14,0.0,0.0,17.43,2.29,0.0,6
397577,activemq,activemq-5.0.0,False,0.0,0.0,1.0,0.0,3.0,43.0,-1.0,0.0,1.0,179.0,22.0,83.0,27.0,262.0,49.0,1471.05,33.81,49743.42,0.5,1.5,2.0,9.0,0.5,1.5,1.0,0.0,0.0,0.0,0.0,5.5,1.5,5.0,2.0,0.5,0.0,0.0,0.0,18.5,2.5,0.0,6
397578,activemq,activemq-5.0.0,False,0.0,0.0,1.0,2.0,2.0,40.0,-1.0,0.0,1.0,90.0,15.0,69.0,33.0,159.0,48.0,888.01,15.68,13925.6,0.33,0.67,0.0,1.33,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67,344.0,0.0,6
397579,activemq,activemq-5.0.0,False,1.0,0.0,1.0,6.0,1.0,20.0,1.0,0.0,1.0,47.0,14.0,44.0,24.0,91.0,38.0,477.56,12.83,6128.7,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,6
